YOL130W	6.214902580703968e-10
YGL255W	2.18954202862762e-10
YLR099W-A	9.432372065744258e-08
YJR104C	3.424466057852883e-05
YHR008C	1.3241380743092901e-05
YOR330C	7.703497622999354e-09
YCR028C-A	7.703497622999354e-09
YMR228W	3.55352897319294e-08
YFL036W	3.55352897319294e-08
Q0140	1.3179555314055772e-07
YBR072W	0.00033398672586040616
YNL055C	3.4952444967344214e-05
YJR010C-A	4.802127283527367e-07
YML055W	4.802127283527367e-07
YLR066W	4.802127283527367e-07
YIR022W	4.802127283527367e-07
YLR378C	4.802127283527367e-07
YJL034W	4.802127283527367e-07
YER087C-B	4.802127283527367e-07
YPL106C	5.082851586424e-06
YLR249W	2.380201185599927e-05
YPR080W	2.380201185599927e-05
YAL003W	2.380201185599927e-05
YOR020C	1.3731375053038984e-05
YDR086C	4.802127283527367e-07
YDR258C	6.0057425762916066e-06
YER154W	5.393278790436984e-09
average_protein_mIM	6.282164139163022e-05
average_protein_m	7.416133563506471e-07
average_protein_erM	1.2754084516632464e-06
average_protein_c	6.994525792572058e-06
average_protein_cM	7.813868183262416e-06
YIL022W	2.5100045162076323e-06
YJL104W	2.5100045162076323e-06
YKR065C	2.5100045162076323e-06
YLR008C	2.5100045162076323e-06
YMR301C	1.9458299628949294e-08
YCR024C-A	3.122118365405529e-05
YEL017C-A	3.122118365405529e-05
YOL077W-A	1.4271594286350732e-05
YDR322C-A	1.4271594286350732e-05
YML081C-A	1.4271594286350732e-05
YHR001W-A	5.235608104569352e-06
Q0045	5.0737367363056235e-06
Q0080	1.4271594286350732e-05
Q0085	1.4271594286350732e-05
Q0105	1.0471216209138704e-05
Q0130	1.4271594286350732e-05
Q0250	5.0737367363056235e-06
Q0275	5.0737367363056235e-06
YAL038W	5.6318935012258616e-05
YAL044C	1.149479972578507e-09
YAR015W	8.420167595717578e-06
YBL013W	7.521206490668196e-11
YBL033C	5.6570750258025956e-11
YBL039C	3.934889245950084e-07
YBL045C	1.0471216209138704e-05
YBL076C	3.0080039054288133e-06
