;Enzyme_ID;Flux_FBA;Flux;Concentration;Kapp;Comment;Pseudo complex members;Taken from
R_ALATA_Lm;R_ALATA_Lm_enzyme;0.00026002094361644504;-1.0;6.211152923908774e-07;418.6355525325077;estimated;R_ALATA_Lm_enzyme;
R_ALCD22xi_duplicate_2;R_ALCD22xi_duplicate_2_enzyme;;;;2994656.746218577;twinenzyme;;R_ALCD2x_new_enzyme
R_ALCD23xi;R_ALCD23xi_enzyme;;;;2994656.746218577;twinenzyme;;R_ALCD2x_new_duplicate_2_enzyme
R_ALCD24xi;R_ALCD24xi_enzyme;;;;2994656.746218577;twinenzyme;;R_ALCD2x_new_duplicate_2_enzyme
R_ALCD25xi;R_ALCD25xi_enzyme;;;;2994656.746218577;twinenzyme;;R_ALCD2x_new_duplicate_2_enzyme
R_ALCD26xi_duplicate_4;R_ALCD26xi_duplicate_4_enzyme;;;;2994656.746218577;twinenzyme;;R_ALCD2x_new_enzyme
R_ALCD2x_new;R_ALCD2x_new_enzyme;4.895;-1.0;1.6345779883390742e-06;2994656.746218577;estimated;R_ALCD2x_new_enzyme , R_ALCD2x_new_duplicate_2_enzyme , R_ALCD2x_new_duplicate_3_enzyme;
R_ALCD2x_new_duplicate_2;R_ALCD2x_new_duplicate_2_enzyme;4.895;-1.0;1.6345779883390742e-06;2994656.746218577;estimated;R_ALCD2x_new_enzyme , R_ALCD2x_new_duplicate_2_enzyme , R_ALCD2x_new_duplicate_3_enzyme;
R_ALCD2x_new_duplicate_3;R_ALCD2x_new_duplicate_3_enzyme;4.895;-1.0;1.6345779883390742e-06;2994656.746218577;estimated;R_ALCD2x_new_enzyme , R_ALCD2x_new_duplicate_2_enzyme , R_ALCD2x_new_duplicate_3_enzyme;
R_ALDD20xm;R_ALDD20xm_enzyme;;;;55823.009782058514;twinenzyme;;R_ALDD2ym_duplicate_2_enzyme
R_ALDD20y;R_ALDD20y_enzyme;;;;21231.916235121498;twinenzyme;;R_ALDD2y_enzyme
R_ALDD20ym;R_ALDD20ym_enzyme;;;;55823.009782058514;twinenzyme;;R_ALDD2ym_duplicate_2_enzyme
R_ALDD2xm;R_ALDD2xm_enzyme;;;;55823.009782058514;twinenzyme;;R_ALDD2ym_duplicate_2_enzyme
R_ALDD2y;R_ALDD2y_enzyme;0.6823370446095252;1.0;3.2137327458028216e-05;21231.916235121498;estimated;R_ALDD2y_enzyme;
R_ALDD2ym;R_ALDD2ym_enzyme;0.4607028295598904;1.0;8.252919922421669e-06;55823.009782058514;estimated;R_ALDD2ym_enzyme , R_ALDD2ym_duplicate_2_enzyme;
R_ALDD2ym_duplicate_2;R_ALDD2ym_duplicate_2_enzyme;0.4607028295598904;1.0;8.252919922421669e-06;55823.009782058514;estimated;R_ALDD2ym_enzyme , R_ALDD2ym_duplicate_2_enzyme;
R_AMPtm_HAdded;R_AMPtm_HAdded_enzyme;;;;24416.734557040065;twinenzyme;;R_ATPtm_H_enzyme , R_ATPtm_HAdded_enzyme , R_dATPtm_HAdded_enzyme
R_ANPRT;R_ANPRT_enzyme;0.0072148320640432135;1.0;6.673556588698417e-07;10811.074976514681;estimated;R_ANPRT_enzyme;
R_ANS;R_ANS_enzyme;0.0072148320640432135;1.0;1.0111986802273333e-06;7134.93026159924;estimated;R_ANS_enzyme;
R_ARGSL;R_ARGSL_enzyme;0.03225948678799102;1.0;1.5669662821806485e-06;20587.224597518154;estimated;R_ARGSL_enzyme;
R_ARGSS;R_ARGSS_enzyme;0.03225948678799102;1.0;6.205131416058432e-06;5198.840221901794;estimated;R_ARGSS_enzyme;
R_ARGTRS;R_ARGTRS_enzyme;0.02872141705043211;1.0;2.4387742534901254e-06;11776.988792352939;estimated;R_ARGTRS_enzyme;
R_ASAD;R_ASAD_enzyme;0.09624759521135923;-1.0;7.417951000258916e-06;12974.956993919184;estimated;R_ASAD_enzyme;
R_ASNS1;R_ASNS1_enzyme;0.03180502508214666;1.0;5.041710825236169e-06;6308.379473679317;estimated;R_ASNS1_enzyme , R_ASNS1_duplicate_3_enzyme;
R_ASNS1_duplicate_2;R_ASNS1_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_ASNS1
R_ASNS1_duplicate_3;R_ASNS1_duplicate_3_enzyme;0.03180502508214666;1.0;5.041710825236169e-06;6308.379473679317;estimated;R_ASNS1_enzyme , R_ASNS1_duplicate_3_enzyme;
R_ASNTRS;R_ASNTRS_enzyme;0.03159850405106099;1.0;3.7986386649310603e-06;8318.375828366517;estimated;R_ASNTRS_enzyme;
R_ASPCT;R_ASPCT_enzyme;0.05016632369949517;1.0;9.359801399662034e-06;5359.763691279452;estimated;R_ASPCT_enzyme;
R_ASPK;R_ASPK_enzyme;0.09624759521135923;1.0;4.61882539037341e-06;20838.110791535695;estimated;R_ASPK_enzyme;
R_ASPTA;R_ASPTA_enzyme;0.31455128029492196;-1.0;5.192803350411064e-06;60574.46413217669;estimated;R_ASPTA_enzyme;
R_ASPTAp;R_ASPTAp_enzyme;;;;32408.372603349504;twinenzyme;;R_ASPTA_enzyme , R_TYRTAi_duplicate_3_enzyme
R_ASPTRS;R_ASPTRS_enzyme;0.03494782374788897;1.0;3.84724948722085e-06;9083.846489283527;estimated;R_ASPTRS_enzyme;
R_ATPPRT;R_ATPPRT_enzyme;0.0136729776336438;1.0;7.434913399191911e-06;1839.0231196411642;estimated;R_ATPPRT_enzyme;
R_ATPS;R_ATPS_enzyme;1.41235564650116;1.0;3.3853321002514476e-06;417198.55088848044;estimated;R_ATPS_enzyme , R_ATPS_duplicate_2_enzyme;
R_ATPS3m;R_ATPS3m_enzyme;2.918973506594425;1.0;1.6415506915778465e-05;177818.05469490125;estimated;R_ATPS3m_enzyme , R_ATPS3m_duplicate_2_enzyme;
R_ATPS3m_duplicate_2;R_ATPS3m_duplicate_2_enzyme;2.918973506594425;1.0;1.6415506915778465e-05;177818.05469490125;estimated;R_ATPS3m_enzyme , R_ATPS3m_duplicate_2_enzyme;
R_ATPS_duplicate_2;R_ATPS_duplicate_2_enzyme;1.41235564650116;1.0;3.3853321002514476e-06;417198.55088848044;estimated;R_ATPS_enzyme , R_ATPS_duplicate_2_enzyme;
R_ATPtm_H;R_ATPtm_H_enzyme;1.9438522735565862;1.0;7.96114758513487e-05;24416.73455704006;estimated;R_ATPtm_H_enzyme;
R_ATPtm_HAdded;R_ATPtm_HAdded_enzyme;1.9438522735565862;1.0;7.96114758513487e-05;24416.73455704006;estimated;R_ATPtm_HAdded_enzyme;
R_ATPtm_HAdded_duplicate_2;R_ATPtm_HAdded_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_ATPtm_HAdded
R_ATPtm_HAdded_duplicate_3;R_ATPtm_HAdded_duplicate_3_enzyme;;1.0;;0.0;isoenzyme;;R_ATPtm_HAdded
R_ATPtm_H_duplicate_2;R_ATPtm_H_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_ATPtm_H
R_ATPtm_H_duplicate_3;R_ATPtm_H_duplicate_3_enzyme;;1.0;;0.0;isoenzyme;;R_ATPtm_H
R_BPNT;R_BPNT_enzyme;0.023831397147879588;1.0;2.6958781982454695e-06;8839.938378295254;estimated;R_BPNT_enzyme;
R_C22STDSx;R_C22STDSx_enzyme;0.002449355738871802;1.0;1.6462660320736856e-06;1487.8249876701404;estimated;R_C22STDSx_enzyme , R_C22STDSx_duplicate_2_enzyme;
R_C22STDSx_duplicate_2;R_C22STDSx_duplicate_2_enzyme;0.002449355738871802;1.0;1.6462660320736856e-06;1487.8249876701404;estimated;R_C22STDSx_enzyme , R_C22STDSx_duplicate_2_enzyme;
R_C24STRer;R_C24STRer_enzyme;0.002449355738871802;1.0;3.709771125153568e-07;6602.444345593987;estimated;R_C24STRer_enzyme;
R_C3STDH1;R_C3STDH1_enzyme;0.004898711477743604;1.0;4.305522186899261e-06;1137.7740643514242;estimated;R_C3STDH1_enzyme;
R_C3STDH2;R_C3STDH2_enzyme;0.004898711477743604;1.0;4.305522186899261e-06;1137.7740643514242;estimated;R_C3STDH2_enzyme;
R_C3STKR1;R_C3STKR1_enzyme;0.004898711477743604;1.0;8.278032618311082e-07;5917.724299500355;estimated;R_C3STKR1_enzyme;
R_C3STKR2;R_C3STKR2_enzyme;0.004898711477743604;1.0;8.278032618311082e-07;5917.724299500355;estimated;R_C3STKR2_enzyme;
R_CAT;R_CAT_enzyme;0.045683898641701234;1.0;1.2915476677276138e-08;3537143.830090205;estimated;R_CAT_enzyme;
R_CBPS;R_CBPS_enzyme;0.0573426486377386;1.0;3.6333936059634667e-06;15782.118552645235;estimated;R_CBPS_enzyme;
R_CBPS_duplicate_2;R_CBPS_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_CBPS
R_CCP2m;R_CCP2m_enzyme;0.06628463543365488;1.0;4.833041969751192e-06;13714.889266121407;estimated;R_CCP2m_enzyme;
R_CCP2m_duplicate_2;R_CCP2m_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_CCP2m
R_CHORS;R_CHORS_enzyme;0.056477377061992656;1.0;8.396249856151039e-07;67265.00286388892;estimated;R_CHORS_enzyme;
R_CITtam;R_CITtam_enzyme;0.3145534544814339;-1.0;1.627268428120351e-06;193301.51623771925;estimated;R_CITtam_enzyme;
R_CITtam_duplicate_2;R_CITtam_duplicate_2_enzyme;;-1.0;;0.0;isoenzyme;;R_CITtam
R_CITtbm;R_CITtbm_enzyme;;;;193301.51623771925;twinenzyme;;R_CITtam_enzyme
R_CITtcm;R_CITtcm_enzyme;;;;193301.51623771925;twinenzyme;;R_CITtam_enzyme
R_CSm;R_CSm_enzyme;0.3145534544814339;1.0;7.970286258330704e-06;39465.76625810099;estimated;R_CSm_enzyme , R_CSm_duplicate_2_enzyme;
R_CSm_duplicate_2;R_CSm_duplicate_2_enzyme;0.3145534544814339;1.0;7.970286258330704e-06;39465.76625810099;estimated;R_CSm_enzyme , R_CSm_duplicate_2_enzyme;
R_CTPS1;R_CTPS1_enzyme;0.00797814148933073;1.0;1.7338166695153184e-07;46014.908205727355;estimated;R_CTPS1_enzyme , R_CTPS1_duplicate_2_enzyme;
R_CTPS1_duplicate_2;R_CTPS1_duplicate_2_enzyme;0.00797814148933073;1.0;1.7338166695153184e-07;46014.908205727355;estimated;R_CTPS1_enzyme , R_CTPS1_duplicate_2_enzyme;
R_CTPS2;R_CTPS2_enzyme;;;;46014.908205727355;twinenzyme;;R_CTPS1_enzyme
R_CYOOm;R_CYOOm_enzyme;;1.0;;0.0;isoenzyme;;R_CYOOm
R_CYOOm_duplicate_2;R_CYOOm_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_CYOOm
R_CYOOm_duplicate_3;R_CYOOm_duplicate_3_enzyme;1.2262657555226153;1.0;6.012852411092046e-06;203940.77081627597;estimated;R_CYOOm_duplicate_3_enzyme;
R_CYOOm_duplicate_4;R_CYOOm_duplicate_4_enzyme;;1.0;;0.0;isoenzyme;;R_CYOOm
R_CYOR_u6m;R_CYOR_u6m_enzyme;;1.0;;0.0;isoenzyme;;R_CYOR_u6m
R_CYOR_u6m_duplicate_2;R_CYOR_u6m_duplicate_2_enzyme;2.6513854173461953;1.0;6.014696681723304e-06;440817.8097164714;estimated;R_CYOR_u6m_duplicate_2_enzyme;
R_CYSTGL;R_CYSTGL_enzyme;0.01017805425697135;1.0;3.4213137934276065e-06;2974.8964495813098;estimated;R_CYSTGL_enzyme;
R_CYSTRS;R_CYSTRS_enzyme;0.006637682303194259;1.0;1.1023140786652517e-06;6021.588975105503;estimated;R_CYSTRS_enzyme;
R_CYSTRSm;R_CYSTRSm_enzyme;0.006637682303194259;1.0;1.1023140786652517e-06;6021.588975105503;estimated;R_CYSTRSm_enzyme;
R_CYSTS;R_CYSTS_enzyme;0.01017805425697135;1.0;6.899647762059826e-06;1475.1556322830002;estimated;R_CYSTS_enzyme;
R_DASYN_SC;R_DASYN_SC_enzyme;;;;147.8408672951603;twinenzyme;;R_DASYNm_SC_enzyme
R_DASYNm_SC;R_DASYNm_SC_enzyme;0.0003046240236789742;-1.0;2.0604859079377593e-06;147.8408672951603;estimated;R_DASYNm_SC_enzyme;
R_DB4PS;R_DB4PS_enzyme;4.209953687705126e-05;1.0;2.4473353213127995e-06;17.20219395782194;estimated;R_DB4PS_enzyme;
R_DDPA;R_DDPA_enzyme;0.056477377061992656;1.0;4.714738933799117e-06;11978.898058833434;estimated;R_DDPA_enzyme , R_DDPA_duplicate_2_enzyme;
R_DDPA_duplicate_2;R_DDPA_duplicate_2_enzyme;0.056477377061992656;1.0;4.714738933799117e-06;11978.898058833434;estimated;R_DDPA_enzyme , R_DDPA_duplicate_2_enzyme;
R_DDPAm;R_DDPAm_enzyme;;;;11978.898058833434;twinenzyme;;R_DDPA_duplicate_2_enzyme
R_DHAD1m;R_DHAD1m_enzyme;0.42844334277189944;1.0;7.842420536380234e-06;54631.5185196193;estimated;R_DHAD1m_enzyme;
R_DHAD2m;R_DHAD2m_enzyme;0.42844334277189944;1.0;7.842420536380234e-06;54631.5185196193;estimated;R_DHAD2m_enzyme;
R_DHORD4i;R_DHORD4i_enzyme;;;;43746.420510867814;twinenzyme;;R_DHORDi_enzyme
R_DHORDfum;R_DHORDfum_enzyme;;;;43746.420510867814;twinenzyme;;R_DHORDi_enzyme
R_DHORDi;R_DHORDi_enzyme;0.025083161849747584;1.0;5.733763255788262e-07;43746.420510867814;estimated;R_DHORDi_enzyme;
R_DHORTS;R_DHORTS_enzyme;;-1.0;;0.0;isoenzyme;;R_DHORTS
R_DHORTS_duplicate_2;R_DHORTS_duplicate_2_enzyme;0.025083161849747584;-1.0;4.679900699831017e-06;5359.763691279452;estimated;R_DHORTS_duplicate_2_enzyme;
R_DHQS;R_DHQS_enzyme;0.28238688530996325;1.0;5.515270165370321e-06;51200.91615512048;estimated;R_DHQS_enzyme;
R_DHQTi;R_DHQTi_enzyme;0.28238688530996325;1.0;5.515270165370321e-06;51200.91615512048;estimated;R_DHQTi_enzyme;
R_DMATT;R_DMATT_enzyme;0.009797422955487209;1.0;2.8227822264766966e-05;347.0839111707185;estimated;R_DMATT_enzyme;
R_DOLPMMer;R_DOLPMMer_enzyme;;1.0;;0.0;isoenzyme;;R_DOLPMMer
R_DOLPMMer_duplicate_2;R_DOLPMMer_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_DOLPMMer
R_DOLPMMer_duplicate_3;R_DOLPMMer_duplicate_3_enzyme;0.11349674009778;1.0;1.6308716021350274e-07;695926.8893344989;estimated;R_DOLPMMer_duplicate_3_enzyme , R_DOLPMMer_duplicate_4_enzyme;
R_DOLPMMer_duplicate_4;R_DOLPMMer_duplicate_4_enzyme;0.11349674009778;1.0;1.6308716021350274e-07;695926.8893344989;estimated;R_DOLPMMer_duplicate_3_enzyme , R_DOLPMMer_duplicate_4_enzyme;
R_DOLPMMer_duplicate_5;R_DOLPMMer_duplicate_5_enzyme;;1.0;;0.0;isoenzyme;;R_DOLPMMer
R_DOLPMTcer;R_DOLPMTcer_enzyme;0.11349674009778;1.0;2.551513867859874e-06;44482.11766647278;estimated;R_DOLPMTcer_enzyme;
R_DPGM;R_DPGM_enzyme;;;;435405.55451615504;twinenzyme;;R_PGM_duplicate_2_enzyme
R_DPMVD;R_DPMVD_enzyme;0.014696134433230812;1.0;2.368345397205786e-06;6205.232754719628;estimated;R_DPMVD_enzyme;
R_DPRm;R_DPRm_enzyme;;;;5518.990976666894;twinenzyme;;R_KARA1im_enzyme , R_KARA2im_enzyme
R_D_LACt2;R_D_LACt2_enzyme;0.066;-1.0;3.707802417843542e-08;1780030.1246468683;estimated;R_D_LACt2_enzyme;
R_EHGLAT;R_EHGLAT_enzyme;;;;32408.372603349504;twinenzyme;;R_ASPTA_enzyme , R_TYRTAi_duplicate_3_enzyme
R_EHGLATp;R_EHGLATp_enzyme;;;;32408.372603349504;twinenzyme;;R_ASPTA_enzyme , R_TYRTAi_duplicate_3_enzyme
R_ENO;R_ENO_enzyme;;1.0;;0.0;isoenzyme;;R_ENO
R_ENO_duplicate_2;R_ENO_duplicate_2_enzyme;7.908100101270148;1.0;3.669819052920837e-05;215490.19140265323;estimated;R_ENO_duplicate_2_enzyme , R_ENO_duplicate_4_enzyme;
R_ENO_duplicate_3;R_ENO_duplicate_3_enzyme;;1.0;;0.0;isoenzyme;;R_ENO
R_ENO_duplicate_4;R_ENO_duplicate_4_enzyme;7.908100101270148;1.0;3.669819052920837e-05;215490.19140265323;estimated;R_ENO_duplicate_2_enzyme , R_ENO_duplicate_4_enzyme;
R_ENO_duplicate_5;R_ENO_duplicate_5_enzyme;;1.0;;0.0;isoenzyme;;R_ENO
R_FACOAL140;R_FACOAL140_enzyme;;-1.0;;0.0;isoenzyme;;R_FACOAL140
R_FACOAL140_duplicate_2;R_FACOAL140_duplicate_2_enzyme;0.008082362376928037;-1.0;1.3697041517108948e-06;5900.808847540086;estimated;R_FACOAL140_duplicate_2_enzyme , R_FACOAL140_duplicate_3_enzyme;
R_FACOAL140_duplicate_3;R_FACOAL140_duplicate_3_enzyme;0.008082362376928037;-1.0;1.3697041517108948e-06;5900.808847540086;estimated;R_FACOAL140_duplicate_2_enzyme , R_FACOAL140_duplicate_3_enzyme;
R_FACOAL141_duplicate_2;R_FACOAL141_duplicate_2_enzyme;;;;5900.808847540086;twinenzyme;;R_FACOAL140_duplicate_2_enzyme
R_FACOAL160_duplicate_2;R_FACOAL160_duplicate_2_enzyme;;;;5900.808847540086;twinenzyme;;R_FACOAL140_duplicate_2_enzyme
R_FACOAL161_duplicate_2;R_FACOAL161_duplicate_2_enzyme;;;;5900.808847540086;twinenzyme;;R_FACOAL140_duplicate_2_enzyme
R_FACOAL180_duplicate_2;R_FACOAL180_duplicate_2_enzyme;;;;5900.808847540086;twinenzyme;;R_FACOAL140_duplicate_2_enzyme
R_FACOAL181_duplicate_2;R_FACOAL181_duplicate_2_enzyme;;;;5900.808847540086;twinenzyme;;R_FACOAL140_duplicate_2_enzyme
R_FACOAL182;R_FACOAL182_enzyme;;;;5900.808847540086;twinenzyme;;R_FACOAL140_duplicate_3_enzyme
R_FAS100;R_FAS100_enzyme;;;;7703.701717702529;twinenzyme;;R_FAS100COA_enzyme , R_FAS120_enzyme , R_FAS120COA_enzyme , R_FAS140_enzyme , R_FAS140COA_enzyme , R_FAS160COA_enzyme , R_FAS180COA_enzyme , R_FAS80COA_L_enzyme
R_FAS100COA;R_FAS100COA_enzyme;0.12835503957208466;1.0;1.6661475778213788e-05;7703.70171770253;estimated;R_FAS100COA_enzyme;
R_FAS120;R_FAS120_enzyme;0.12835503957208466;1.0;1.6661475778213788e-05;7703.70171770253;estimated;R_FAS120_enzyme;
R_FAS120COA;R_FAS120COA_enzyme;0.12835503957208466;1.0;1.6661475778213788e-05;7703.70171770253;estimated;R_FAS120COA_enzyme;
R_FAS140;R_FAS140_enzyme;0.12835503957208463;1.0;1.6661475778213788e-05;7703.701717702528;estimated;R_FAS140_enzyme;
R_FAS140COA;R_FAS140COA_enzyme;0.12835503957208463;1.0;1.6661475778213788e-05;7703.701717702528;estimated;R_FAS140COA_enzyme;
R_FAS160;R_FAS160_enzyme;;;;7703.701717702529;twinenzyme;;R_FAS100COA_enzyme , R_FAS120_enzyme , R_FAS120COA_enzyme , R_FAS140_enzyme , R_FAS140COA_enzyme , R_FAS160COA_enzyme , R_FAS180COA_enzyme , R_FAS80COA_L_enzyme
R_FAS160COA;R_FAS160COA_enzyme;0.12835503957208463;1.0;1.6661475778213788e-05;7703.701717702528;estimated;R_FAS160COA_enzyme;
R_FAS180;R_FAS180_enzyme;;;;7703.701717702529;twinenzyme;;R_FAS100COA_enzyme , R_FAS120_enzyme , R_FAS120COA_enzyme , R_FAS140_enzyme , R_FAS140COA_enzyme , R_FAS160COA_enzyme , R_FAS180COA_enzyme , R_FAS80COA_L_enzyme
