;FluxValues
R_MEVK1;0.003490622319116462
R_MEVK2;0.0
R_MEVK3;0.0
R_MEVK4;0.0
R_MFAPS_SC;0.0005851725525224478
R_MGSA;0.0061
R_MHPGLUT;0.0
R_MI13456PKn;0.0
R_MI1345PKn;0.0
R_MI1456PKn;0.0
R_MI145P6Kn;0.0
R_MI145PKn;0.0
R_MI145Ptn;-0.0
R_MI1PP;0.0008301285047411468
R_MI1PS;0.0008301285047411468
R_MINOHPtn;-0.0
R_MIP2C124PLC_SC;0.0
R_MIP2C126PLC_SC;0.0
R_MIP2C224PLC_SC;0.0
R_MIP2C226PLC_SC;0.0
R_MIP2C324PLC_SC;0.0
R_MIP2C326PLC_SC;0.0
R_MIP2CS124_SC;0.0
R_MIP2CS126_SC;0.0
R_MIP2CS224_SC;0.0
R_MIP2CS226_SC;0.0
R_MIP2CS324_SC;0.0
R_MIP2CS326_SC;0.0
R_MIPC124PLC_SC;0.0
R_MIPC126PLC_SC;0.0
R_MIPC224PLC_SC;0.0
R_MIPC226PLC_SC;0.0
R_MIPC324PLC_SC;0.0
R_MIPC326PLC_SC;0.0
R_MIPCS124_SC;0.0
R_MIPCS126_SC;0.0
R_MIPCS224_SC;0.0
R_MIPCS226_SC;0.0
R_MIPCS324_SC;0.0
R_MIPCS326_SC;0.0
R_MMETt2;0.0
R_MOHMT;0.0
R_MTAP;0.0
R_MTHFC;0.008333556684788055
R_MTHFCm;0.0
R_MTHFD;0.008333556684788055
R_MTHFD2i;0.0
R_MTHFDm;0.0
R_MTHFR3;0.005266995998646943
R_MTRI;-0.0
R_NABTNO;0.0
R_NACt;-0.0
R_NADDPp;0.0
R_NADH2_u6cm;1.0266455515089266
R_NADH2_u6m;0.17557302472876252
R_NADK;0.0
R_NADKm;0.0
R_NADN;0.0
R_NADNm;0.0
R_NADPPPS;0.0
R_NADPPPSm;0.0
R_NADPt;-0.0
R_NADS1;0.0
R_NADS1n;0.0
R_NADtn;-0.0
R_NAPRT;0.0
R_NAPRTm;0.0
R_NAt3_1;-0.0
R_NDP1;0.0
R_NDP3;0.0
R_NDP3g;0.0
R_NDP4;0.0
R_NDP7;0.0
R_NDPK1;-0.0
R_NDPK2;-0.0
R_NDPK3;-0.0
R_NDPK4;-0.0
R_NDPK5;-0.0
R_NDPK6;-0.0
R_NDPK7;-0.0
R_NDPK8;-0.0
R_NDPK9;-0.0
R_NFORTYRt;0.0
R_NFTYROX;0.0
R_NH4t;-0.0
R_NH4ti;0.0
R_NH4tm;-0.0
R_NH4tn;-0.0
R_NH4tp;-0.0
R_NMNAT;0.0
R_NMNATm;0.0
R_NMNTP;0.0
R_NMNt2m;-0.0
R_NMNt2p;-0.0
R_NNAM;-0.0
R_NNAMrm;-0.0
R_NNATr;0.0
R_NNATm;0.0
R_NNDPR;0.0
R_NNDPRm;0.0
R_NNMT;0.0
R_NTD1;0.0
R_NTD10;0.0
R_NTD11;0.0
R_NTD2;0.0
R_NTD3;0.0
R_NTD4;0.0
R_NTD5;0.0
R_NTD6;0.0
R_NTD7;0.0
R_NTD8;0.0
R_NTD9;0.0
R_NTP3;0.0
R_NTP4;0.0
R_NTRLASE;0.0
R_NTRLASE2;0.0
R_NTRLASE3;0.0
R_O2t;-0.0
R_O2ter;-0.0
R_O2tm;-0.0
R_OAAt;-0.0
R_OAAt2m;0.0
R_OBDHm;0.0
R_OCBT;0.006303144863051305
R_OCDCAt;0.0
R_OCDCEAt;0.0
R_OCDCYAt;0.0
R_OHACT1;0.0
R_OHACT2;0.0
R_OHACT3;0.0
R_OHACT4;0.0
R_OHACT5;0.0
R_OHPBAT;-0.0
R_OMCDC;0.13370844396911044
R_OMCDCm;0.00011372458552877803
R_OMPDC;0.0025960198400975035
R_ORNDC;0.0
R_ORNTA;0.0
R_ORNTACim;0.006303144863051305
R_ORNt2r;-0.0
R_ORNt3m;-0.0
R_ORPT;-0.0025960198400975035
R_OXAGm;-0.0
R_OXO2Ctm;-0.0
R_P5CDm;0.0
R_P5CR;0.006732792117934714
R_PACALDt;-0.0
R_PACALDtm;-0.0
R_PAK_SC;0.0
R_PAN4Ptm;-0.0
R_PANTS;0.0
R_PANTtm;-0.0
R_PAPSR;0.0054005376712301335
R_PAPt;-0.0
R_PAPtm;-0.0
R_PAtm_SC;-4.896013436173364e-07
R_PC;0.11952434883178975
R_PCDAGAT;0.0
R_PDE1;0.0
R_PDE2;0.0
R_PDE3;0.0
R_PDE4;0.0
R_PDE5;0.0
R_GCC2cm_copy2;0.01659058474475273
R_PDHm;0.0
R_PDX5POi;-0.0
R_PENDPtm;-0.0
R_PEPAT;0.0
R_PEPDt3;0.0
R_PETHCT;0.0
R_PETOHM_SC;0.0005851725525224478
R_PEtg_SC;-0.0
R_PEtm_SC;-1.1941602670661582e-05
R_PEtv_SC;-0.0
R_PFK;0.5120324609185155
R_PFK26;0.0
R_PFK_2;0.0
R_PFK_3;0.05403669121234289
R_PGAMT;-0.0
R_PGCD;0.029901998411183045
R_PGI;0.49457639048015756
R_PGK;-1.156379643690439
R_PGL;0.15951016859010136
R_PGM;-1.126477645279256
R_PGMT;-0.06339022282500001
R_PGPPAm_SC;0.0
R_PHCDm;0.0
R_PHCHGSm;-0.0
R_PHEACt;0.0
R_PHETA1;-0.005984470202466861
R_PHETRS;0.005851670385205158
R_PHETRSm;6.294679226170302e-05
R_PHEt2m;-6.294679226170302e-05
R_PHEt2r;-0.0
R_PI35BP5P_SC;0.0
R_PI3P4K_SC;0.0
R_PI3P5K_SC;0.0
R_PI45BP5P_SC;0.0
R_PI45BPP_SC;0.0
R_PI4P5K_SC;0.0
R_PIN3K_SC;0.0
R_PIN4K_SC;0.0
R_PIN4Kn_SC;0.0
R_PINOS_SC;0.0008301285047411468
R_PIt2m;-0.0
R_PIt2n;-0.0
R_PIt2p;-0.0
R_PIt2r;-0.0
R_PIt2v;-0.0
R_PIt5m;-0.0
R_PLBP1I_SCe;0.0
R_PLBPC_SC;0.0
R_PLBPC_SCe;0.0
R_PLD_SC;0.0
R_PMANM;-0.024431808050000003
R_PMDPHT;1.6170601277490306e-06
R_PMETM_SC;0.0005851725525224478
R_PMEVK;0.003490622319116462
R_PMI12346PH;0.0
R_PMI12346PS;0.0
R_PMI1346PH;0.0
R_PMI1346PS;0.0
R_PMPK;2.1026578736649295e-06
R_PNP;-0.0
R_PNTK;0.0
R_PNTOt2;0.0
R_POLYAO;0.0
R_POLYAO2;0.0
R_POLYAO3;0.0
R_PPA;0.48596047829106226
R_PPAm;0.25231898094523986
R_PPBNGS;5.932535700349921e-06
R_PPCDC;0.0
R_PPCK;0.0
R_PPM;-0.0
R_PPNCL2;0.0
R_PPND;0.0
R_PPND2;0.0046431953146362625
R_PPNDH;0.006004593602466861
R_PPPG9tm;-0.0
R_PPPGOm;7.402168281259326e-07
R_PPTTm;0.0
R_PPYRDC;0.0
R_PRAGSr;-0.0
R_PRAIS;0.002889132090712554
R_PRAIi;0.0015010238068818731
R_PRAMPC;0.0025573951612366096
R_PRASCSi;-0.0
R_PRATPP;0.0025573951612366096
R_PRFGS;0.0028891320907125546
R_PRMICI;0.0025573951612366096
R_PRO1xm;0.0
R_PROTRS;0.005867954226145901
R_PROt2r;-0.0
R_PROtm;-0.0
R_PRPPS;-0.0
R_PRPPtm;-0.0
R_PSCVT;0.012148812723984992
R_PSERDg_SC;0.0
R_PSERDm_SC;0.0011941602670661581
R_PSERDv_SC;0.0
R_PSERS_SC;-0.0
R_PSERSm_SC;-4.896013436173364e-05
R_PSERT;0.029901998411183045
R_PSPH1Pter;0.0
R_PSPHPL;0.0
R_PSPHS;0.0
R_PSP_L;0.029901998411183045
R_PStg_SC;-0.0
R_PStm_SC;-0.0
R_PStv_SC;-0.0
R_PTD1INOtn_SC;-0.0
R_PTD4INOtn_SC;-0.0
R_PTE10x;0.0
R_PTE11x;0.0
R_PTE12x;0.0
R_PTE2x;0.0
R_PTE7x;0.0
R_PTE8x;0.0
R_PTE9x;0.0
R_PTPATi;0.0
R_PTPATim;0.0
R_PTRCt3i;0.0
R_PTRCtex2;0.0
R_PUNP1;-0.0
R_PUNP1m;-0.0
R_PUNP2;-0.0
R_PUNP3;-0.0
R_PUNP3m;-0.0
R_PUNP4;-0.0
R_PUNP5;-0.0
R_PUNP6;-0.0
R_PUNP7;-0.0
R_PYAM5PO;0.0
R_PYDAMK;0.0
R_PYDXK;0.0
R_PYDXNK;0.0
R_PYDXNO;-0.0
R_PYDXO;-0.0
R_PYK;1.1021800198312857
R_PYNP2r;-0.0
R_PYR5CDm;0.0
R_PYRDC;0.330514915760325
R_PYRDC2;0.0
R_PYRt;0.0
R_PYRt2;0.0
R_PYRt2m;-0.0
R_PYRt2p;-0.0
R_QUILSYN;0.0
R_QULNS;0.0
R_QULNtm;-0.0
R_RAFGH;0.0
R_RBFK;1.6170601277490306e-06
R_RBFKm;0.0
R_RBFSa;3.2341202554980613e-06
R_RBFSb;1.6170601277490306e-06
R_RBK;0.0
R_RIBFLVt2;0.0
R_RIBFLVtm;-0.0
R_RIBt2;0.0
R_RNDR1;0.0
R_RNDR1n;0.0
R_RNDR2;0.00013545056628674998
R_RNDR2n;0.0
R_RNDR3;0.0
R_RNDR3n;0.0
R_RNDR4;0.00031264062075675003
R_RNDR4n;0.0
R_RNMK;0.0
R_RNTR1;0.0001758174554565
R_RNTR2;0.0
R_RNTR3;0.0
R_RNTR4;0.0
R_RPE;0.09592667235857445
R_RPI;-0.06358026211127142
R_SACCD1;-0.0
R_SACCD2;0.008985247391281505
R_SADT;0.0
R_SAM24MT;0.0005817703865194103
R_SBPP1er;0.0
R_SBPP2er;0.0
R_SBTD_D2;0.0
R_SBTD_L;0.0
R_SBTR;0.0
R_SBT_Dt;0.0
R_SBT_Lt;-0.0
R_SERAT;0.0
R_SERD_L;0.0
R_SERPT;0.0
R_SERTRS;0.010317899404336344
R_SERt2m;-0.0
R_SERt2r;-0.0
R_SFGTHi;-0.0
R_SHCHD;2.700268835615068e-09
R_SHCHF;2.700268835615068e-09
R_SHK3Dr;0.012148812723984992
R_SHKK;0.012148812723984992
R_SHSL1;0.0
R_SHSL4r;-0.0
R_SLCBK1;0.0
R_SLCBK2;0.0
R_SLFAT;-0.0
R_SO3ti;0.0
R_SO4ti;0.016482153328111253
R_SPH1Pter;0.0
R_SPHPL;0.0
R_SPMDAT1;0.0
R_SPMDt3i;0.0
R_SPMDtex2;0.0
R_SPMS;0.0
R_SPRMS;0.0
R_SPRMt2i;0.0
R_SQ23EPXter;-0.0
R_SQLEr;0.0005817703865194103
R_SQLErx;0.0
R_SQLS;0.0005817703865194103
R_SQLter;-0.0
R_SRB_Lt;-0.0
R_SSALy;2.1026578736649295e-06
R_SUCCt2r;-0.00030000000000000003
R_SUCCtm;0.004895429073597635
R_SUCD1m;-0.0
R_SUCD2_u6m;-0.0
R_SUCD3_u6m;-0.0
R_SUCFUMtm;0.0
R_SUCOASm;-0.016578719673352033
R_SUCRe;0.0
R_SUCRt2;-0.0
R_SULR;-0.0
R_T4HCINNMFM;0.0
R_TAGL_SC;0.0
R_TALA;0.0
R_TAUDO;0.0
R_TAURt;-0.0
R_TCHOLAabcv;0.0
R_THFATm;0.0
R_THFGLUS;-0.0
R_THIORDXi;0.0
R_THIORDXm;-0.0
R_THIORDXni;0.0
R_THIORDXp;-0.0
R_THMDPe;0.0
R_THMDt2;0.0
R_THMP;0.0
R_THMPPt2m;0.0
R_THMPe;0.0
R_THMt2;0.0
R_THRA2;0.0
R_THRA;0.0
R_THRD_L;0.006147810093128189
R_THRD_Lm;1.5241824859793745e-05
R_THRS;0.014458562368287547
R_THRTRS;0.008110451808381564
R_THRTRSm;4.019092191800019e-05
R_THRt2m;-0.0
R_THRt2r;-0.0
R_THYMt3r;0.0
R_THZPSN1_SC;2.1026578736649295e-06
R_THZPSN2_SC;0.0
R_TKT1;0.05403669121234289
R_TKT2;0.0418878784883579
R_TMDK1;0.0
R_TMDPK;0.0
R_TMDPP;-0.0
R_TMDPPK;0.0
R_TMDS;0.0001765661458275
R_TMN;0.0
R_TMPK;-0.0
R_TMPPP;2.1026578736649295e-06
R_TPI;0.5469215892643403
R_TRDOXtp;-0.0
R_TRDR;0.006024446313730133
R_TRDRDtp;-0.0
R_TRDRm;0.0
R_TRE6PP;0.013393089600000003
R_TRE6PS;0.013393089600000003
R_TREH;0.0
R_TREHv;0.0
R_TREt2;0.0
R_TREt2v;-0.0
R_TRIGS_SC;0.00023474945420958663
R_TRPO2;0.0
R_TRPS1;0.0015010238068818731
R_TRPTA;-0.0
R_TRPTRS;0.0014900658017180063
R_TRPTRSm;1.0958005163866843e-05
R_TRPt2m;-0.0
R_TRPt2r;-0.0
R_TTCCOAtx;-0.0
R_TTDCAtr;-0.0
R_TYRNFT;0.0
R_TYRTAi;0.0046431953146362625
R_TYRTAim;0.0
R_TYRTAip;0.0
R_TYRTRS;0.004507956044833628
R_TYRTRSm;3.123114480263507e-05
R_TYRt2m;-0.0
R_TYRt2p;-0.0
R_TYRt2r;-0.0
R_TYRt6;0.0
R_TYRt7;0.0
R_UDPACGLP;-0.0
R_UDPG4E;-0.0
R_UDPGALt2g;0.0
R_UGLT;-0.0
R_UGLYCH;-0.0
R_UMPK;-0.0
R_UMPKn;-0.0
R_UMPtn;-0.0
R_UNK3;0.0
R_UPP3MT;2.700268835615068e-09
R_UPP3S;1.4831339250874803e-06
R_UPPDC1;1.4804336562518652e-06
R_UPPRT;0.0
R_URAt2;0.0
R_UREA2t2;-0.0
R_UREASE;-0.0
R_URIDK2r;-0.00031264062075675003
R_URIDK2rn;-0.0
R_URIK1;0.0
R_URIK2;0.0
R_URIt2;0.0
R_UTPH1;0.0
R_UTPtm;0.0
R_VALTA;-0.04383903875433181
R_VALTAim;0.034312508944746065
R_VALTRS;0.008998070976708314
R_VALTRSm;4.726273287742974e-05
R_VALt2m;-0.0
R_VALt2r;-0.0
R_XANt;-0.0
R_XPPT;0.0
R_XTSNt2;0.0
R_XYLK;0.0
R_XYLR;0.0
R_XYLTD_D;0.0
R_XYLTt;-0.0
R_XYLt;-0.0
R_YUMPS;-0.0
R_ZYMSTAT_SC;0.0
R_ZYMSTESTH_SC;0.0
R_ZYMSTESTH_SCe;0.0
R_ZYMSTt;-0.0
R_BIOMASS_SC5_notrace;0.0
R_mOM_Porin_diffusion_M_frdp;-0.0
R_mOM_Porin_diffusion_M_pro__L;-0.0
R_mOM_Porin_diffusion_M_h;-0.0
R_mOM_Porin_diffusion_M_lys__L;-0.0
R_mOM_Porin_diffusion_M_3mob;-0.19056822425218492
R_mOM_Porin_diffusion_M_accoa;-0.0
R_mOM_Porin_diffusion_M_h2o;-1.9560967959701476
R_mOM_Porin_diffusion_M_3c3hmp;-0.13382216855463921
R_mOM_Porin_diffusion_M_coa;-0.0
R_mOM_Porin_diffusion_M_4hpro_LT;-0.0
R_mOM_Porin_diffusion_M_gly;-0.0
R_mOM_Porin_diffusion_M_pa_SC;-4.896013436173364e-07
R_mOM_Porin_diffusion_M_thr__L;-0.0
R_mOM_Porin_diffusion_M_2obut;-0.0
R_mOM_Porin_diffusion_M_nh4;-0.006147810093128189
R_mOM_Porin_diffusion_M_co2;-0.32619397452420607
R_mOM_Porin_diffusion_M_dhor__S;-0.0
R_mOM_Porin_diffusion_M_orot;-0.0
R_mOM_Porin_diffusion_M_e4p;-0.0
R_mOM_Porin_diffusion_M_ps_SC;-0.0
R_mOM_Porin_diffusion_M_o2;-0.0
R_mOM_Porin_diffusion_M_pdx5p;-0.0
R_mOM_Porin_diffusion_M_h2o2;-0.030606983663788535
R_mOM_Porin_diffusion_M_pydx5p;-0.0
R_mOM_Porin_diffusion_M_ser__L;-0.0
R_mOM_Porin_diffusion_M_pyr;-0.0
R_mOM_Porin_diffusion_M_pacald;-0.0
R_mOM_Porin_diffusion_M_cit;-0.09665115192933914
R_mOM_Porin_diffusion_M_icit;-0.0
R_mOM_Porin_diffusion_M_crn;-0.0
R_mOM_Porin_diffusion_M_2dhp;-0.0
R_mOM_Porin_diffusion_M_acald;-0.0
R_mOM_Porin_diffusion_M_myrsACP;-0.0
R_mOM_Porin_diffusion_M_amet;-0.0
R_mOM_Porin_diffusion_M_ocdcyaACP;-0.0
R_mOM_Porin_diffusion_M_3dh5hpb;-0.0
R_mOM_Porin_diffusion_M_dhnpt;-0.0
R_mOM_Porin_diffusion_M_dhpt;-0.0
R_mOM_Porin_diffusion_M_prpp;-0.0
R_mOM_Porin_diffusion_M_hdeACP;-0.0
R_mOM_Porin_diffusion_M_ala__L;-0.0
R_mOM_Porin_diffusion_M_3mbald;-0.0
R_mOM_Porin_diffusion_M_cys__L;-0.0
R_mOM_Porin_diffusion_M_ile__L;-0.0
R_mOM_Porin_diffusion_M_ind3ac;-0.0
R_mOM_Porin_diffusion_M_pant__R;-0.0
R_mOM_Porin_diffusion_M_asp__L;-0.053333948363316855
R_mOM_Porin_diffusion_M_2mbtoh;-0.0
R_mOM_Porin_diffusion_M_ddcaACP;-0.0
R_mOM_Porin_diffusion_M_pe_SC;-1.1941602670661582e-05
R_mOM_Porin_diffusion_M_atp;-0.790339896003557
R_mOM_Porin_diffusion_M_trnapro;-0.0
R_mOM_Porin_diffusion_M_amp;-0.005867954226145901
R_mOM_Porin_diffusion_M_ppi;-0.005867954226145901
R_mOM_Porin_diffusion_M_protrna;-0.0058679542261451945
R_mOM_Porin_diffusion_M_lac__D;-0.0
R_mOM_Porin_diffusion_M_tdeACP;-0.0
R_mOM_Porin_diffusion_M_ipdp;-0.0
R_mOM_Porin_diffusion_M_arg__L;-0.0
R_mOM_Porin_diffusion_M_mal__L;-0.0
R_mOM_Porin_diffusion_M_hexdp;-0.0
R_mOM_Porin_diffusion_M_lac__L;-0.0
R_mOM_Porin_diffusion_M_acrn;-0.0
R_mOM_Porin_diffusion_M_glu__L;-0.0
R_mOM_Porin_diffusion_M_gln__L;-0.0
R_mOM_Porin_diffusion_M_5fthf;-0.0
R_mOM_Porin_diffusion_M_adp;-0.0
R_mOM_Porin_diffusion_M_methf;-0.0
R_mOM_Porin_diffusion_M_pi;-0.0
R_mOM_Porin_diffusion_M_his__L;-0.0
R_mOM_Porin_diffusion_M_4r5au;-0.0
R_mOM_Porin_diffusion_M_db4p;-0.0
R_mOM_Porin_diffusion_M_dmlz;-3.2341202554980613e-06
R_mOM_Porin_diffusion_M_ade;-0.0
R_mOM_Porin_diffusion_M_oh1;-0.0
R_mOM_Porin_diffusion_M_succ;-0.0
R_mOM_Porin_diffusion_M_fum;-0.0
R_mOM_Porin_diffusion_M_ctp;-0.0
R_mOM_Porin_diffusion_M_cmp;-0.00029991262563826645
R_mOM_Porin_diffusion_M_oxag;-0.0
R_mOM_Porin_diffusion_M_akg;-0.0
R_mOM_Porin_diffusion_M_2dda7p;-0.0
R_mOM_Porin_diffusion_M_nadh;-0.0
R_mOM_Porin_diffusion_M_nad;-1.0266455515089266
R_mOM_Porin_diffusion_M_2mppal;-0.0
R_mOM_Porin_diffusion_M_fe2;-0.0
R_mOM_Porin_diffusion_M_iamoh;-0.0
R_mOM_Porin_diffusion_M_etoh;-0.0
R_mOM_Porin_diffusion_M_e4hglu;-0.0
R_mOM_Porin_diffusion_M_oaa;-0.0
R_mOM_Porin_diffusion_M_utp;-0.0
R_mOM_Porin_diffusion_M_ump;-0.0004526868
R_mOM_Porin_diffusion_M_tyr__L;-0.0
R_mOM_Porin_diffusion_M_fad;-0.0
R_mOM_Porin_diffusion_M_fmn;-0.0
R_mOM_Porin_diffusion_M_ribflv;-0.0
R_mOM_Porin_diffusion_M_hmgcoa;-0.003490622319116462
R_mOM_Porin_diffusion_M_id3acald;-0.0
R_mOM_Porin_diffusion_M_nmn;-0.0
R_mOM_Porin_diffusion_M_asn__L;-0.0
R_mOM_Porin_diffusion_M_gcald;-0.0
R_mOM_Porin_diffusion_M_quln;-0.0
R_mOM_Porin_diffusion_M_2oxoadp;-0.008985247391281505
R_mOM_Porin_diffusion_M_4abut;-0.0
R_mOM_Porin_diffusion_M_ibutoh;-0.0
R_mOM_Porin_diffusion_M_5aop;-1.1865071400699842e-05
R_mOM_Porin_diffusion_M_dhap;-0.0
R_mOM_Porin_diffusion_M_pap;-0.0
R_mOM_Porin_diffusion_M_pep;-0.0
R_mOM_Porin_diffusion_M_pyam5p;-0.0
R_mOM_Porin_diffusion_M_dhf;-0.0
R_mOM_Porin_diffusion_M_4hbz;-0.0
R_mOM_Porin_diffusion_M_phe__L;-0.0
R_mOM_Porin_diffusion_M_val__L;-0.0
R_mOM_Porin_diffusion_M_octeACP;-0.0
R_mOM_Porin_diffusion_M_for;-0.0
R_mOM_Porin_diffusion_M_gua;-0.0
R_mOM_Porin_diffusion_M_4abz;-0.0
R_mOM_Porin_diffusion_M_trp__L;-0.0
R_mOM_Porin_diffusion_M_thmpp;-0.0
R_mOM_Porin_diffusion_M_4h2oglt;-0.0
R_mOM_Porin_diffusion_M_iasp;-0.0
R_mOM_Porin_diffusion_M_met__L;-0.0
R_mOM_Porin_diffusion_M_ahcys;-0.0
R_mOM_Porin_diffusion_M_pendp;-0.0
R_mOM_Porin_diffusion_M_2mbald;-0.0
R_mOM_Porin_diffusion_M_thf;-0.0
R_mOM_Porin_diffusion_M_thfglu;-0.0
R_mOM_Porin_diffusion_M_orn;-0.006303144863051305
R_mOM_Porin_diffusion_M_3c4mop;-0.0
R_mOM_Porin_diffusion_M_4abutn;-0.0
R_mOM_Porin_diffusion_M_pan4p;-0.0
R_mOM_Porin_diffusion_M_spmd;-0.0
R_mOM_Porin_diffusion_M_13dampp;-0.0
R_mOM_Porin_diffusion_M_3ophb_5;-0.0
R_mOM_Porin_diffusion_M_pppg9;-0.0
R_mOM_Porin_diffusion_M_2phetoh;-0.0
R_mOM_Porin_diffusion_M_glyc3p;-0.0
R_mOM_Porin_diffusion_M_ac;-0.05508448092771576
R_mOM_Porin_diffusion_M_pydx;-0.0
R_mOM_Porin_diffusion_M_pydam;-0.0
R_mOM_Porin_diffusion_M_gsn;-0.0
R_mOM_Porin_diffusion_M_pydxn;-0.0
R_mOM_Porin_diffusion_M_dtbt;-0.0
R_mOM_Porin_diffusion_M_s;-0.0
R_mOM_Porin_diffusion_M_btn;-0.0
R_mOM_Porin_diffusion_M_r5p;-0.0
R_mOM_Porin_diffusion_M_ura;-0.0
R_mOM_Porin_diffusion_M_psd5p;-0.0
R_mOM_Porin_diffusion_M_gtp;-0.0
R_mOM_Porin_diffusion_M_gdp;-0.0
R_mOM_Porin_diffusion_M_ind3eth;-0.0
R_mOM_Porin_diffusion_M_34hpp;-0.0
R_mOM_Porin_diffusion_M_3mop;-0.00855281256757999
R_mOM_Porin_diffusion_M_palmACP;-0.0
R_mOM_Porin_diffusion_M_ocdcaACP;-0.0
R_mOM_Porin_diffusion_M_datp;-0.0
R_mOM_Porin_diffusion_M_dgtp;-0.0
R_mOM_Porin_diffusion_M_dttp;-0.0
R_mOM_Porin_diffusion_M_dctp;-0.0
R_mOM_Porin_diffusion_M_gmp;-0.00034727316
R_CTPtmAdded;0.0003045644653694211
R_CMPtmAdded;0.00029991262563826645
R_dCTPtmAdded;2.04111712393875e-05
R_UTPtmAdded;0.00046182284558531333
R_UMPtmAdded;0.0004526868
R_dTTPtmAdded;2.6484921874125e-05
R_ATPtm_HAdded;1.0245772441908052e-05
R_AMPtm_HAdded;0.0
R_dATPtm_HAdded;2.6372618318475e-05
R_GTPtmAdded;0.00035276565798293127
R_GMPtmAdded;0.00034727316
R_dGTPtmAdded;2.03175849430125e-05
R_SPODMm;0.030606983663788535
R_SPODM;0.030606983663788535
R_EX_4abut_e;0.0
R_EX_dgsn_e;0.0
R_EX_2mppal_e;-0.1467291854978531
R_EX_etoh_e;-0.0178
R_EX_for_e;0.0
R_EX_thr__L_e;0.0
R_EX_dad_2_e;0.0
R_EX_urea_e;0.0
R_EX_ac_e;-0.0018
R_EX_zn2_e;7.000821688583324e-06
R_EX_pnto__R_e;0.0
R_EX_xan_e;0.0
R_EX_hdca_e;0.0
R_EX_dca_e;0.0
R_EX_xylt_e;0.0
R_EX_13BDglcn_e;0.0
R_EX_ocdcya_e;0.0
R_EX_his__L_e;0.0
R_EX_id3acald_e;0.0
R_EX_2mbald_e;0.0
R_EX_btd_RR_e;0.0
R_EX_fecost_e;0.0
R_EX_ddca_e;0.0
R_EX_ergstest_SC_e;0.0
R_EX_ttdca_e;0.0
R_EX_5aop_e;0.0
R_EX_fecostest_SC_e;0.0
R_EX_abt_e;0.0
R_EX_etha_e;0.0
R_EX_zymstest_SC_e;0.0
R_EX_pacald_e;0.0
R_EX_4abz_e;0.0
R_EX_pectin_e;0.0
R_EX_chol_e;0.0
R_EX_malt_e;0.0
R_EX_pyr_e;0.0
R_EX_asn__L_e;0.0
R_EX_pepd_e;0.0
R_EX_lys__L_e;0.0
R_EX_ribflv_e;0.0
R_EX_tre_e;0.0
R_EX_so3_e;0.0
R_EX_sbt__D_e;0.0
R_EX_phe__L_e;0.0
R_EX_nh4_e;0.2635185947234019
R_EX_ins_e;0.0
R_EX_gln__L_e;0.0
R_EX_thymd_e;0.0
R_EX_akg_e;0.0
R_EX_pap_e;0.0
R_EX_aces_e;0.0
R_EX_3mop_e;0.0
R_EX_mn2_e;8.196792084814143e-06
R_EX_ade_e;0.0
R_EX_ca2_e;0.0
R_EX_so4_e;0.016482153328111253
R_EX_tyr__L_e;0.0
R_EX_dttp_e;0.0
R_EX_gal_e;0.0
R_EX_cytd_e;0.0
R_EX_ala__L_e;0.0
R_EX_co2_e;-1.2007138107057842
R_EX_3mbald_e;0.0
R_EX_pro__L_e;0.0
R_EX_xyl__D_e;0.0
R_EX_ile__L_e;0.0
R_EX_cys__L_e;0.0
R_EX_cu2_e;3.559406590675211e-12
R_EX_2mbac_e;0.0
R_EX_fe2_e;3.304070129568779e-06
R_EX_ptrc_e;0.0
R_EX_nmn_e;0.0
R_EX_glx_e;0.0
R_EX_arab__D_e;0.0
R_EX_glc__D_e;0.7317
R_EX_na1_e;0.0
R_EX_nadp_e;0.0
R_EX_alltn_e;0.0
R_EX_lac__D_e;-0.0061
R_EX_2mbtoh_e;0.0
R_EX_sprm_e;0.0
R_EX_pi_e;0.048241440236854324
R_EX_iamoh_e;-0.12190383906220364
R_EX_din_e;0.0
R_EX_acald_e;-0.0077
R_EX_glu__L_e;0.0
R_EX_mal__L_e;0.0
R_EX_trp__L_e;0.0
R_EX_fmn_e;0.0
R_EX_ibutoh_e;0.0
R_EX_8aonn_e;0.0
R_EX_hxan_e;0.0
R_EX_xtsn_e;0.0
R_EX_cit_e;0.0
R_EX_mmet_e;0.0
R_EX_h2o_e;-1.6737736128631364
R_EX_arab__L_e;0.0
R_EX_arg__L_e;0.0
R_EX_fru_e;0.0
R_EX_crn_e;0.0
R_EX_btn_e;0.0
R_EX_gua_e;0.0
R_EX_ura_e;0.0
R_EX_iamac_e;0.0
R_EX_alltt_e;0.0
R_EX_succ_e;-0.00030000000000000003
R_EX_nac_e;0.0
R_EX_ibutac_e;0.0
R_EX_gcald_e;-2.1026578736649295e-06
R_EX_Nbfortyr_e;0.0
R_EX_hdcea_e;0.0
R_EX_dcyt_e;0.0
R_EX_gthox_e;0.0
R_EX_zymst_e;0.0
R_EX_orot_e;-0.0007
R_EX_o2_e;0.6240718543902753
R_EX_2hb_e;0.0
R_EX_inost_e;0.0
R_EX_man_e;0.0
R_EX_sucr_e;0.0
R_EX_oaa_e;0.0
R_EX_gsn_e;0.0
R_EX_ergst_e;0.0
R_EX_taur_e;0.0
R_EX_pheac_e;0.0
R_EX_leu__L_e;0.0
R_EX_asp__L_e;0.0
R_EX_g3pc_e;0.0
R_EX_k_e;2.2614714994240314e-06
