YOL130W	7.894516774024754e-10
YGL255W	4.494628508305594e-10
YLR099W-A	3.9782517544126654e-08
YJR104C	1.951440760735453e-05
YHR008C	7.221531188583336e-06
YOR330C	3.795524638772161e-09
YCR028C-A	3.795524638772161e-09
YMR228W	3.299026462044874e-08
YFL036W	3.299026462044874e-08
Q0140	4.9818111716567515e-08
YBR072W	0.000149212470507091
YNL055C	2.1513118265341912e-05
YJR010C-A	6.06753696758795e-07
YML055W	6.06753696758795e-07
YLR066W	6.06753696758795e-07
YIR022W	6.06753696758795e-07
YLR378C	6.06753696758795e-07
YJL034W	6.06753696758795e-07
YER087C-B	6.06753696758795e-07
YPL106C	2.640360908953319e-06
YLR249W	1.623194376912107e-05
YPR080W	1.623194376912107e-05
YAL003W	1.623194376912107e-05
YOR020C	5.22216023352069e-06
YDR086C	6.06753696758795e-07
YDR258C	2.748033845143881e-06
YER154W	1.3708016293775001e-09
average_protein_mIM	2.5812172513456245e-05
average_protein_m	1.1083623096330244e-06
average_protein_erM	2.3417768389925865e-06
average_protein_c	1.2612530556293181e-05
average_protein_cM	1.2800155926516295e-07
YIL022W	8.88244379721373e-07
YJL104W	8.88244379721373e-07
YKR065C	8.88244379721373e-07
YLR008C	8.88244379721373e-07
YKL195W	8.776544504254614e-11
YMR301C	1.0589996257001045e-08
YCR024C-A	2.5843840877040293e-05
YEL017C-A	2.5843840877040293e-05
YOL077W-A	6.605503717832539e-06
YDR322C-A	6.605503717832539e-06
YML081C-A	6.605503717832539e-06
YHR001W-A	2.4999195508417923e-06
Q0045	2.4900594380135137e-06
Q0080	6.605503717832539e-06
Q0085	6.605503717832539e-06
Q0105	4.999839101683585e-06
Q0130	6.605503717832539e-06
Q0250	2.4900594380135137e-06
Q0275	2.4900594380135137e-06
YAL038W	3.1040092837499116e-05
YAR015W	4.767195078513462e-06
YBL013W	6.769380298705338e-11
YBL015W	7.091035637528397e-06
YBL030C	3.127927290668351e-08
YBL033C	2.1733938618301905e-07
YBL039C	6.781656979041228e-07
YBL045C	4.999839101683585e-06
YBL076C	1.6924057979826826e-06
YBL099W	1.9816511153497616e-05
YBR006W	3.384827142247214e-07
YBR011C	1.5917931605651678e-05
YBR029C	1.7518513806998455e-07
YBR039W	6.605503717832539e-06
YBR084W	4.65877534820644e-07
YBR115C	9.56256701276738e-07
YBR121C	2.0712903502045923e-09
YBR126C	1.4329154786076488e-06
YBR153W	8.966535615596984e-11
YBR192W	6.731411941295025e-07
YBR196C	1.0088612077062815e-05
YBR213W	8.174600331486894e-08
YBR218C	8.895787890276269e-07
YBR221C	8.903293037428481e-06
YBR248C	1.5724088586627153e-06
YBR256C	1.5097702020771855e-06
YBR263W	2.707752119482135e-10
YBR291C	1.1591802759985783e-06
YBR296C	1.8660619343611285e-06
YCL009C	2.174852424780634e-06
YCL018W	1.9019919250043199e-06
YCL030C	5.688260506084451e-06
YCL040W	1.2122753617719932e-05
YCL050C	1.694124746091886e-06
YCR012W	7.607031061239587e-05
YCR024C	6.870208021200423e-10
YCR032W	1.7773336319986119e-06
YCR034W	4.875982158410673e-07
YCR036W	1.7789365821343684e-07
YCR053W	4.4094504459721e-06
YDL004W	6.605503717832539e-06
YDL022W	3.106375665275079e-06
YDL045C	3.2444843671824106e-08
YDL052C	2.513830296339145e-07
