;ID;Mu_max_KO;Mu_max_WT;Relative_Mu
YNL073W_m__+__YDL131W_m;YNL073W_m__+__YDL131W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YPR033C_m;YNL073W_m__+__YPR033C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YHR011W_m;YNL073W_m__+__YHR011W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YGR102C_m;YNL073W_m__+__YGR102C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YBL080C_m;YNL073W_m__+__YBL080C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YMR293C_m;YNL073W_m__+__YMR293C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YLR342W_m;YNL073W_m__+__YLR342W_m;0,05753619577906122;0,11636502057081088;0,49444580078125
YNL073W_m__+__YML110C_m;YNL073W_m__+__YML110C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YOR374W_m;YNL073W_m__+__YOR374W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YER073W_m;YNL073W_m__+__YER073W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YPL028W_m;YNL073W_m__+__YPL028W_m;0,057653384673068686;0,11636502057081088;0,495452880859375
YNL073W_m__+__YMR207C_m;YNL073W_m__+__YMR207C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YNL073W_m__+__YJL071W_m;YNL073W_m__+__YJL071W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YGR287C_m__+__YPR006C_m;YGR287C_m__+__YPR006C_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YKL085W_m;YGR287C_m__+__YKL085W_m;0,11534228113220024;0,11636502057081088;0,9912109375
YGR287C_m__+__YKL029C_m;YGR287C_m__+__YKL029C_m;0,1162513828554097;0,11636502057081088;0,9990234375
YGR287C_m__+__YFL018C_m;YGR287C_m__+__YFL018C_m;0,11153541766626063;0,11636502057081088;0,95849609375
YGR287C_m__+__YLR089C_m;YGR287C_m__+__YLR089C_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YGL256W_m;YGR287C_m__+__YGL256W_m;0,11602410742460734;0,11636502057081088;0,9970703125
YGR287C_m__+__YMR083W_m;YGR287C_m__+__YMR083W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YHR091C_m;YGR287C_m__+__YHR091C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YGR287C_m__+__YCR024C_m;YGR287C_m__+__YCR024C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YGR287C_m__+__YKL106W_m;YGR287C_m__+__YKL106W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YPL104W_m;YGR287C_m__+__YPL104W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YGR287C_m__+__YPL078C_m;YGR287C_m__+__YPL078C_m;0,0756152460636681;0,11636502057081088;0,649810791015625
YGR287C_m__+__YJR121W_m;YGR287C_m__+__YJR121W_m;0,0756152460636681;0,11636502057081088;0,649810791015625
YGR287C_m__+__YDR298C_m;YGR287C_m__+__YDR298C_m;0,0756152460636681;0,11636502057081088;0,649810791015625
YGR287C_m__+__YDL004W_m;YGR287C_m__+__YDL004W_m;0,0756152460636681;0,11636502057081088;0,649810791015625
YGR287C_m__+__YDR377W_m;YGR287C_m__+__YDR377W_m;0,0756152460636681;0,11636502057081088;0,649810791015625
YGR287C_m__+__YKL016C_m;YGR287C_m__+__YKL016C_m;0,0756152460636681;0,11636502057081088;0,649810791015625
YGR287C_m__+__YPL271W_m;YGR287C_m__+__YPL271W_m;0,0756152460636681;0,11636502057081088;0,649810791015625
YGR287C_m__+__YCL004W_m;YGR287C_m__+__YCL004W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YML042W_m;YGR287C_m__+__YML042W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YNR001C_m;YGR287C_m__+__YNR001C_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YPR001W_m;YGR287C_m__+__YPR001W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YBR029C_m;YGR287C_m__+__YBR029C_m;0,1162513828554097;0,11636502057081088;0,9990234375
YGR287C_m__+__YDR035W_m;YGR287C_m__+__YDR035W_m;0,1162513828554097;0,11636502057081088;0,9990234375
YGR287C_m__+__YOR236W_m;YGR287C_m__+__YOR236W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YDL178W_m;YGR287C_m__+__YDL178W_m;0,11636502057081088;0,11636502057081088;1,0
YGR287C_m__+__YBL013W_m;YGR287C_m__+__YBL013W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
