;Enzyme_ID;Flux_FBA;Flux;Concentration;Kapp;Comment;Pseudo complex members;Taken from
R_13GS;R_13GS_enzyme;0.07426781517224999;1.0;3.375978368690121e-07;219989.0137360859;estimated;R_13GS_enzyme , R_13GS_duplicate_2_enzyme , R_13GS_duplicate_5_enzyme , R_13GS_duplicate_7_enzyme , R_13GS_duplicate_11_enzyme , R_13GS_duplicate_14_enzyme;
R_13GS_duplicate_10;R_13GS_duplicate_10_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_11;R_13GS_duplicate_11_enzyme;0.07426781517224999;1.0;3.375978368690121e-07;219989.0137360859;estimated;R_13GS_enzyme , R_13GS_duplicate_2_enzyme , R_13GS_duplicate_5_enzyme , R_13GS_duplicate_7_enzyme , R_13GS_duplicate_11_enzyme , R_13GS_duplicate_14_enzyme;
R_13GS_duplicate_12;R_13GS_duplicate_12_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_13;R_13GS_duplicate_13_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_14;R_13GS_duplicate_14_enzyme;0.07426781517224999;1.0;3.375978368690121e-07;219989.0137360859;estimated;R_13GS_enzyme , R_13GS_duplicate_2_enzyme , R_13GS_duplicate_5_enzyme , R_13GS_duplicate_7_enzyme , R_13GS_duplicate_11_enzyme , R_13GS_duplicate_14_enzyme;
R_13GS_duplicate_15;R_13GS_duplicate_15_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_2;R_13GS_duplicate_2_enzyme;0.07426781517224999;1.0;3.375978368690121e-07;219989.0137360859;estimated;R_13GS_enzyme , R_13GS_duplicate_2_enzyme , R_13GS_duplicate_5_enzyme , R_13GS_duplicate_7_enzyme , R_13GS_duplicate_11_enzyme , R_13GS_duplicate_14_enzyme;
R_13GS_duplicate_3;R_13GS_duplicate_3_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_4;R_13GS_duplicate_4_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_5;R_13GS_duplicate_5_enzyme;0.07426781517224999;1.0;3.375978368690121e-07;219989.0137360859;estimated;R_13GS_enzyme , R_13GS_duplicate_2_enzyme , R_13GS_duplicate_5_enzyme , R_13GS_duplicate_7_enzyme , R_13GS_duplicate_11_enzyme , R_13GS_duplicate_14_enzyme;
R_13GS_duplicate_6;R_13GS_duplicate_6_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_7;R_13GS_duplicate_7_enzyme;0.07426781517224999;1.0;3.375978368690121e-07;219989.0137360859;estimated;R_13GS_enzyme , R_13GS_duplicate_2_enzyme , R_13GS_duplicate_5_enzyme , R_13GS_duplicate_7_enzyme , R_13GS_duplicate_11_enzyme , R_13GS_duplicate_14_enzyme;
R_13GS_duplicate_8;R_13GS_duplicate_8_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_13GS_duplicate_9;R_13GS_duplicate_9_enzyme;;1.0;;0.0;isoenzyme;;R_13GS
R_3MOBDC;R_3MOBDC_enzyme;0.970879506322968;1.0;5.355556286879908e-07;1812845.3036735654;estimated;R_3MOBDC_enzyme , R_3MOBDC_duplicate_2_enzyme , R_3MOBDC_duplicate_3_enzyme;
R_3MOBDC_duplicate_2;R_3MOBDC_duplicate_2_enzyme;0.970879506322968;1.0;5.355556286879908e-07;1812845.3036735654;estimated;R_3MOBDC_enzyme , R_3MOBDC_duplicate_2_enzyme , R_3MOBDC_duplicate_3_enzyme;
R_3MOBDC_duplicate_3;R_3MOBDC_duplicate_3_enzyme;0.970879506322968;1.0;5.355556286879908e-07;1812845.3036735654;estimated;R_3MOBDC_enzyme , R_3MOBDC_duplicate_2_enzyme , R_3MOBDC_duplicate_3_enzyme;
R_3MOPDC;R_3MOPDC_enzyme;;;;1812845.3036735654;twinenzyme;;R_3MOBDC_duplicate_3_enzyme , R_PPYRDC_enzyme , R_PYRDC_duplicate_2_enzyme
R_4HTHRS;R_4HTHRS_enzyme;;;;5080.358332220599;twinenzyme;;R_THRS_enzyme
R_AASAD1;R_AASAD1_enzyme;;;;12249.066493502456;twinenzyme;;R_AASAD2_enzyme
R_AASAD2;R_AASAD2_enzyme;0.022050683434152937;1.0;1.8001929735502514e-06;12249.066493502456;estimated;R_AASAD2_enzyme;
R_ABTA;R_ABTA_enzyme;8.993771469820537e-06;1.0;6.513767313450036e-07;13.807326907808992;estimated;R_ABTA_enzyme;
R_ABUTDm;R_ABUTDm_enzyme;;;;27829.58357159657;twinenzyme;;R_ALDD2ym_duplicate_2_enzyme
R_ACACT1m;R_ACACT1m_enzyme;0.007301378368982795;1.0;6.526185313228653e-06;1118.7819558514245;estimated;R_ACACT1m_enzyme;
R_ACACT1r;R_ACACT1r_enzyme;;;;1118.7819558514245;twinenzyme;;R_ACACT1m_enzyme
R_ACALDCD;R_ACALDCD_enzyme;;;;1812845.3036735654;twinenzyme;;R_3MOBDC_duplicate_3_enzyme , R_PPYRDC_enzyme , R_PYRDC_duplicate_2_enzyme
R_ACGKm;R_ACGKm_enzyme;0.030963341369730467;1.0;1.6396368905219906e-05;1888.4267333039243;estimated;R_ACGKm_enzyme;
R_ACGSm;R_ACGSm_enzyme;;;;3953.6631735180554;twinenzyme;;R_ORNTACim_enzyme
R_ACHBSm;R_ACHBSm_enzyme;0.5980017601443676;1.0;1.5371460882184006e-05;38903.37845750692;estimated;R_ACHBSm_enzyme;
R_ACLSm;R_ACLSm_enzyme;0.5980017601443676;1.0;1.5371460882184006e-05;38903.37845750692;estimated;R_ACLSm_enzyme;
R_ACONT;R_ACONT_enzyme;0.17069725434684493;1.0;1.7597954081651368e-05;9699.835194184512;estimated;R_ACONT_enzyme;
R_ACONTm;R_ACONTm_enzyme;;;;9699.835194184512;twinenzyme;;R_ACONT_enzyme
R_ACOTAim;R_ACOTAim_enzyme;0.015481670684865233;1.0;4.8231772311202405e-06;3209.8490150795124;estimated;R_ACOTAim_enzyme;
R_ACS;R_ACS_enzyme;0.12387245881139508;1.0;8.719549314023227e-06;14206.29144354709;estimated;R_ACS_enzyme;
R_ACSm;R_ACSm_enzyme;0.49842761553880194;1.0;2.4226912854896536e-05;20573.30286050309;estimated;R_ACSm_enzyme;
R_ACSp;R_ACSp_enzyme;;;;20573.30286050309;twinenzyme;;R_ACSm_enzyme
R_ADNK1;R_ADNK1_enzyme;0.004888960694944764;1.0;1.2002482674659157e-05;407.3291191052354;estimated;R_ADNK1_enzyme;
R_ADSK;R_ADSK_enzyme;0.012407649749494449;1.0;6.928634923001022e-06;1790.7783982534158;estimated;R_ADSK_enzyme;
R_ADSS;R_ADSS_enzyme;0.010706567470331337;1.0;3.32553885027246e-06;3219.4985391477694;estimated;R_ADSS_enzyme;
R_AGAT_SC;R_AGAT_SC_enzyme;0.0058994567913126066;1.0;3.317158096437854e-07;17784.67175757395;estimated;R_AGAT_SC_enzyme;
R_AGAT_SC_duplicate_2;R_AGAT_SC_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_AGAT_SC
R_AGPRim;R_AGPRim_enzyme;0.030963341369730467;1.0;1.6396368905219906e-05;1888.4267333039243;estimated;R_AGPRim_enzyme;
R_AGTi;R_AGTi_enzyme;0.002027324308564789;1.0;2.304737945660929e-06;879.6333276768321;estimated;R_AGTi_enzyme;
R_AHCi;R_AHCi_enzyme;0.004888960694944764;1.0;3.506911637927142e-05;139.40929226932337;estimated;R_AHCi_enzyme;
R_AHSERL;R_AHSERL_enzyme;;;;850.8786655013473;twinenzyme;;R_AHSERL2_enzyme
R_AHSERL2;R_AHSERL2_enzyme;0.012407649749494449;1.0;1.4582161067798923e-05;850.8786655013473;estimated;R_AHSERL2_enzyme;
R_AICART;R_AICART_enzyme;;;;6535.29889590415;twinenzyme;;R_IMPC_enzyme
R_ALASm;R_ALASm_enzyme;3.135119274397337e-05;1.0;1.1639901493121235e-07;269.34242323700767;estimated;R_ALASm_enzyme;
R_ALATA_Lm;R_ALATA_Lm_enzyme;0.00013456597832651324;-1.0;8.450353887205342e-07;159.24300937296746;estimated;R_ALATA_Lm_enzyme;
R_ALCD22xi;R_ALCD22xi_enzyme;;;;87341.68100380883;twinenzyme;;R_ALCD24xi_duplicate_2_enzyme , R_ALCD25xi_duplicate_3_enzyme
R_ALCD23xi;R_ALCD23xi_enzyme;;;;71916.96128533578;twinenzyme;;R_ALCD24xi_enzyme , R_ALCD25xi_enzyme , R_ALCD2x_new_duplicate_2_enzyme
R_ALCD24xi;R_ALCD24xi_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD24xi_enzyme , R_ALCD24xi_duplicate_2_enzyme , R_ALCD24xi_duplicate_3_enzyme , R_ALCD24xi_duplicate_4_enzyme , R_ALCD24xi_duplicate_5_enzyme;
R_ALCD24xi_duplicate_2;R_ALCD24xi_duplicate_2_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD24xi_enzyme , R_ALCD24xi_duplicate_2_enzyme , R_ALCD24xi_duplicate_3_enzyme , R_ALCD24xi_duplicate_4_enzyme , R_ALCD24xi_duplicate_5_enzyme;
R_ALCD24xi_duplicate_3;R_ALCD24xi_duplicate_3_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD24xi_enzyme , R_ALCD24xi_duplicate_2_enzyme , R_ALCD24xi_duplicate_3_enzyme , R_ALCD24xi_duplicate_4_enzyme , R_ALCD24xi_duplicate_5_enzyme;
R_ALCD24xi_duplicate_4;R_ALCD24xi_duplicate_4_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD24xi_enzyme , R_ALCD24xi_duplicate_2_enzyme , R_ALCD24xi_duplicate_3_enzyme , R_ALCD24xi_duplicate_4_enzyme , R_ALCD24xi_duplicate_5_enzyme;
R_ALCD24xi_duplicate_5;R_ALCD24xi_duplicate_5_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD24xi_enzyme , R_ALCD24xi_duplicate_2_enzyme , R_ALCD24xi_duplicate_3_enzyme , R_ALCD24xi_duplicate_4_enzyme , R_ALCD24xi_duplicate_5_enzyme;
R_ALCD25xi;R_ALCD25xi_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD25xi_enzyme , R_ALCD25xi_duplicate_2_enzyme , R_ALCD25xi_duplicate_3_enzyme , R_ALCD25xi_duplicate_4_enzyme , R_ALCD25xi_duplicate_5_enzyme;
R_ALCD25xi_duplicate_2;R_ALCD25xi_duplicate_2_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD25xi_enzyme , R_ALCD25xi_duplicate_2_enzyme , R_ALCD25xi_duplicate_3_enzyme , R_ALCD25xi_duplicate_4_enzyme , R_ALCD25xi_duplicate_5_enzyme;
R_ALCD25xi_duplicate_3;R_ALCD25xi_duplicate_3_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD25xi_enzyme , R_ALCD25xi_duplicate_2_enzyme , R_ALCD25xi_duplicate_3_enzyme , R_ALCD25xi_duplicate_4_enzyme , R_ALCD25xi_duplicate_5_enzyme;
R_ALCD25xi_duplicate_4;R_ALCD25xi_duplicate_4_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD25xi_enzyme , R_ALCD25xi_duplicate_2_enzyme , R_ALCD25xi_duplicate_3_enzyme , R_ALCD25xi_duplicate_4_enzyme , R_ALCD25xi_duplicate_5_enzyme;
R_ALCD25xi_duplicate_5;R_ALCD25xi_duplicate_5_enzyme;0.32394199587970296;1.0;3.708904982783379e-06;87341.68100380883;estimated;R_ALCD25xi_enzyme , R_ALCD25xi_duplicate_2_enzyme , R_ALCD25xi_duplicate_3_enzyme , R_ALCD25xi_duplicate_4_enzyme , R_ALCD25xi_duplicate_5_enzyme;
R_ALCD26xi;R_ALCD26xi_enzyme;;;;87341.68100380883;twinenzyme;;R_ALCD24xi_duplicate_5_enzyme , R_ALCD25xi_duplicate_5_enzyme
R_ALCD2irm_duplicate_2;R_ALCD2irm_duplicate_2_enzyme;;;;87341.68100380883;twinenzyme;;R_ALCD24xi_duplicate_2_enzyme , R_ALCD25xi_duplicate_3_enzyme
R_ALCD2x_new;R_ALCD2x_new_enzyme;0.32394199587970296;-1.0;7.888033689386231e-06;41067.52184838969;estimated;R_ALCD2x_new_enzyme , R_ALCD2x_new_duplicate_2_enzyme , R_ALCD2x_new_duplicate_3_enzyme;
R_ALCD2x_new_duplicate_2;R_ALCD2x_new_duplicate_2_enzyme;0.32394199587970296;-1.0;7.888033689386231e-06;41067.52184838969;estimated;R_ALCD2x_new_enzyme , R_ALCD2x_new_duplicate_2_enzyme , R_ALCD2x_new_duplicate_3_enzyme;
R_ALCD2x_new_duplicate_3;R_ALCD2x_new_duplicate_3_enzyme;0.32394199587970296;-1.0;7.888033689386231e-06;41067.52184838969;estimated;R_ALCD2x_new_enzyme , R_ALCD2x_new_duplicate_2_enzyme , R_ALCD2x_new_duplicate_3_enzyme;
R_ALDD20xm;R_ALDD20xm_enzyme;;;;27829.58357159657;twinenzyme;;R_ALDD2ym_duplicate_2_enzyme
R_ALDD20ym;R_ALDD20ym_enzyme;;;;27829.58357159657;twinenzyme;;R_ALDD2ym_duplicate_2_enzyme
R_ALDD2xm;R_ALDD2xm_enzyme;;;;27829.58357159657;twinenzyme;;R_ALDD2ym_duplicate_2_enzyme
R_ALDD2ym;R_ALDD2ym_enzyme;0.6134834308292327;1.0;2.2044290718577844e-05;27829.58357159657;estimated;R_ALDD2ym_enzyme , R_ALDD2ym_duplicate_2_enzyme;
R_ALDD2ym_duplicate_2;R_ALDD2ym_duplicate_2_enzyme;0.6134834308292327;1.0;2.2044290718577844e-05;27829.58357159657;estimated;R_ALDD2ym_enzyme , R_ALDD2ym_duplicate_2_enzyme;
R_AMPtm_HAdded;R_AMPtm_HAdded_enzyme;;;;685332.1618579457;twinenzyme;;R_ATPtm_H_enzyme , R_ATPtm_HAdded_enzyme , R_dATPtm_HAdded_enzyme
R_ANPRT;R_ANPRT_enzyme;0.003636336445121069;1.0;8.626397289345867e-07;4215.359347768702;estimated;R_ANPRT_enzyme;
R_ANS;R_ANS_enzyme;0.003636336445121069;1.0;1.4226354363727376e-06;2556.056423276336;estimated;R_ANS_enzyme;
R_ARGSL;R_ARGSL_enzyme;0.015481670684865233;1.0;1.7183673394865043e-06;9009.523359243773;estimated;R_ARGSL_enzyme;
R_ARGSS;R_ARGSS_enzyme;0.015481670684865233;1.0;7.2755953736928165e-06;2127.8905559872173;estimated;R_ARGSS_enzyme;
R_ARGTRS;R_ARGTRS_enzyme;0.014137940980499678;1.0;2.966830663620203e-06;4765.334656224767;estimated;R_ARGTRS_enzyme;
R_ARGTRSm;R_ARGTRSm_enzyme;4.393071436555817e-05;1.0;4.485956098484879e-08;979.2943444184766;estimated;R_ARGTRSm_enzyme;
R_ASAD;R_ASAD_enzyme;0.04757016167581764;-1.0;7.771671508792122e-06;6120.969166285699;estimated;R_ASAD_enzyme;
R_ASNS1;R_ASNS1_enzyme;0.01571114890674979;1.0;4.999077185133718e-06;3142.8098276761334;estimated;R_ASNS1_enzyme , R_ASNS1_duplicate_3_enzyme;
R_ASNS1_duplicate_2;R_ASNS1_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_ASNS1
R_ASNS1_duplicate_3;R_ASNS1_duplicate_3_enzyme;0.01571114890674979;1.0;4.999077185133718e-06;3142.8098276761334;estimated;R_ASNS1_enzyme , R_ASNS1_duplicate_3_enzyme;
R_ASNTRS;R_ASNTRS_enzyme;0.015611236295557801;1.0;3.888181968638289e-06;4015.0477579178573;estimated;R_ASNTRS_enzyme;
R_ASPCT;R_ASPCT_enzyme;0.018915401955078393;1.0;1.1434631948683203e-05;1654.2204453949796;estimated;R_ASPCT_enzyme;
R_ASPK;R_ASPK_enzyme;0.04757016167581764;1.0;4.374119086766193e-06;10875.369584641667;estimated;R_ASPK_enzyme;
R_ASPTA;R_ASPTA_enzyme;;;;3626.778926386228;twinenzyme;;R_TYRTAi_duplicate_3_enzyme
R_ASPTAp;R_ASPTAp_enzyme;;;;3626.778926386228;twinenzyme;;R_TYRTAi_duplicate_3_enzyme
R_ASPTRS;R_ASPTRS_enzyme;0.01717494516001672;1.0;4.456596756965314e-06;3853.825260984992;estimated;R_ASPTRS_enzyme;
R_ASPTRSm;R_ASPTRSm_enzyme;3.5664633084505226e-05;1.0;1.6991366996973683e-07;209.89855078086077;estimated;R_ASPTRSm_enzyme;
R_ATPPRT;R_ATPPRT_enzyme;0.006225408984289032;1.0;5.836791837666448e-06;1066.5806075376424;estimated;R_ATPPRT_enzyme;
R_ATPS;R_ATPS_enzyme;0.39758235032996264;1.0;2.423673240303793e-06;164041.23448593591;estimated;R_ATPS_enzyme , R_ATPS_duplicate_2_enzyme;
R_ATPS3m;R_ATPS3m_enzyme;;1.0;;0.0;isoenzyme;;R_ATPS3m
R_ATPS3m_duplicate_2;R_ATPS3m_duplicate_2_enzyme;2.559184669399656;1.0;1.1453260533250312e-05;223445.94903521214;estimated;R_ATPS3m_duplicate_2_enzyme;
R_ATPS_duplicate_2;R_ATPS_duplicate_2_enzyme;0.39758235032996264;1.0;2.423673240303793e-06;164041.23448593591;estimated;R_ATPS_enzyme , R_ATPS_duplicate_2_enzyme;
R_ATPtm_H;R_ATPtm_H_enzyme;1.5357857713454202;1.0;2.240936376284869e-06;685332.1618579457;estimated;R_ATPtm_H_enzyme , R_ATPtm_H_duplicate_3_enzyme;
R_ATPtm_HAdded;R_ATPtm_HAdded_enzyme;1.5357857713454202;1.0;2.240936376284869e-06;685332.1618579457;estimated;R_ATPtm_HAdded_enzyme , R_ATPtm_HAdded_duplicate_3_enzyme;
R_ATPtm_HAdded_duplicate_2;R_ATPtm_HAdded_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_ATPtm_HAdded
R_ATPtm_HAdded_duplicate_3;R_ATPtm_HAdded_duplicate_3_enzyme;1.5357857713454202;1.0;2.240936376284869e-06;685332.1618579457;estimated;R_ATPtm_HAdded_enzyme , R_ATPtm_HAdded_duplicate_3_enzyme;
R_ATPtm_H_duplicate_2;R_ATPtm_H_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_ATPtm_H
R_ATPtm_H_duplicate_3;R_ATPtm_H_duplicate_3_enzyme;1.5357857713454202;1.0;2.240936376284869e-06;685332.1618579457;estimated;R_ATPtm_H_enzyme , R_ATPtm_H_duplicate_3_enzyme;
R_BPNT;R_BPNT_enzyme;0.012407649749494449;1.0;2.749587215467723e-06;4512.549985574407;estimated;R_BPNT_enzyme;
R_C22STDSx;R_C22STDSx_enzyme;0.0012168963948304657;1.0;1.8373820328738447e-06;662.2990608692962;estimated;R_C22STDSx_enzyme , R_C22STDSx_duplicate_2_enzyme;
R_C22STDSx_duplicate_2;R_C22STDSx_duplicate_2_enzyme;0.0012168963948304657;1.0;1.8373820328738447e-06;662.2990608692962;estimated;R_C22STDSx_enzyme , R_C22STDSx_duplicate_2_enzyme;
R_C24STRer;R_C24STRer_enzyme;0.0012168963948304657;1.0;3.7153874861334197e-07;3275.2879729830875;estimated;R_C24STRer_enzyme;
R_C3STDH1;R_C3STDH1_enzyme;0.0024337927896609314;1.0;5.459050649690973e-06;445.82711277806226;estimated;R_C3STDH1_enzyme;
R_C3STDH2;R_C3STDH2_enzyme;0.0024337927896609314;1.0;5.459050649690973e-06;445.82711277806226;estimated;R_C3STDH2_enzyme;
R_C3STKR1;R_C3STKR1_enzyme;0.0024337927896609314;1.0;1.0600645957272782e-06;2295.891023500488;estimated;R_C3STKR1_enzyme;
R_C3STKR2;R_C3STKR2_enzyme;0.0024337927896609314;1.0;1.0600645957272782e-06;2295.891023500488;estimated;R_C3STKR2_enzyme;
R_C4STMO1;R_C4STMO1_enzyme;0.0024337927896609314;1.0;2.7074694838662486e-07;8989.179025521245;estimated;R_C4STMO1_enzyme;
R_C4STMO2;R_C4STMO2_enzyme;0.0024337927896609314;1.0;2.7074694838662486e-07;8989.179025521245;estimated;R_C4STMO2_enzyme;
R_C5STDS;R_C5STDS_enzyme;0.0012168963948304657;1.0;2.9180592674015036e-06;417.0225082213965;estimated;R_C5STDS_enzyme;
R_CAT;R_CAT_enzyme;0.0351615393116032;1.0;1.022292089555757e-07;343948.07189482264;estimated;R_CAT_enzyme;
R_CBPS;R_CBPS_enzyme;0.024939371662404432;1.0;2.8502789313693737e-06;8749.800374948807;estimated;R_CBPS_enzyme;
R_CBPS_duplicate_2;R_CBPS_duplicate_2_enzyme;;1.0;;0.0;isoenzyme;;R_CBPS
R_CCP2m;R_CCP2m_enzyme;0.0608653776456672;1.0;1.4509539743432365e-06;41948.52402069987;estimated;R_CCP2m_enzyme , R_CCP2m_duplicate_2_enzyme;
R_CCP2m_duplicate_2;R_CCP2m_duplicate_2_enzyme;0.0608653776456672;1.0;1.4509539743432365e-06;41948.52402069987;estimated;R_CCP2m_enzyme , R_CCP2m_duplicate_2_enzyme;
R_CHORM;R_CHORM_enzyme;0.028392750245215453;1.0;3.2129371700502674e-07;88370.07617167702;estimated;R_CHORM_enzyme;
R_CHORS;R_CHORS_enzyme;0.03202908669033652;1.0;9.332934452622878e-07;34318.345267425764;estimated;R_CHORS_enzyme;
R_CITtam;R_CITtam_enzyme;0.17069725434684493;-1.0;1.5463962023170846e-06;110383.90684811311;estimated;R_CITtam_enzyme;
R_CITtam_duplicate_2;R_CITtam_duplicate_2_enzyme;;-1.0;;0.0;isoenzyme;;R_CITtam
R_CITtbm;R_CITtbm_enzyme;;;;110383.90684811311;twinenzyme;;R_CITtam_enzyme
R_CITtcm;R_CITtcm_enzyme;;;;110383.90684811311;twinenzyme;;R_CITtam_enzyme
R_CMPtmAdded;R_CMPtmAdded_enzyme;;;;984.2763998481122;twinenzyme;;R_CTPtm_enzyme , R_UTPtm_enzyme , R_CTPtmAdded_enzyme , R_dCTPtmAdded_enzyme , R_UTPtmAdded_enzyme , R_dTTPtmAdded_enzyme
R_CPPPGO;R_CPPPGO_enzyme;3.905871060759702e-06;1.0;3.035406135552606e-07;12.867704967093719;estimated;R_CPPPGO_enzyme;
R_CSm;R_CSm_enzyme;0.17069725434684493;1.0;4.992028708586284e-06;34193.96488110051;estimated;R_CSm_enzyme , R_CSm_duplicate_2_enzyme;
R_CSm_duplicate_2;R_CSm_duplicate_2_enzyme;0.17069725434684493;1.0;4.992028708586284e-06;34193.96488110051;estimated;R_CSm_enzyme , R_CSm_duplicate_2_enzyme;
R_CTPS1;R_CTPS1_enzyme;0.003271292027269522;1.0;2.919513434218741e-07;11204.921987779504;estimated;R_CTPS1_enzyme , R_CTPS1_duplicate_2_enzyme;
R_CTPS1_duplicate_2;R_CTPS1_duplicate_2_enzyme;0.003271292027269522;1.0;2.919513434218741e-07;11204.921987779504;estimated;R_CTPS1_enzyme , R_CTPS1_duplicate_2_enzyme;
R_CTPS2;R_CTPS2_enzyme;;;;11204.921987779504;twinenzyme;;R_CTPS1_enzyme
R_CTPtm;R_CTPtm_enzyme;0.0008056534084141321;1.0;8.185235453562189e-07;984.2763998481122;estimated;R_CTPtm_enzyme;
R_CTPtmAdded;R_CTPtmAdded_enzyme;0.0008056534084141321;1.0;8.185235453562189e-07;984.2763998481122;estimated;R_CTPtmAdded_enzyme;
R_CYOOm;R_CYOOm_enzyme;;1.0;;0.0;isoenzyme;;R_CYOOm
R_CYOOm_duplicate_2;R_CYOOm_duplicate_2_enzyme;1.126009486444843;1.0;3.7357770787257653e-06;301412.38695883675;estimated;R_CYOOm_duplicate_2_enzyme , R_CYOOm_duplicate_3_enzyme;
R_CYOOm_duplicate_3;R_CYOOm_duplicate_3_enzyme;1.126009486444843;1.0;3.7357770787257653e-06;301412.38695883675;estimated;R_CYOOm_duplicate_2_enzyme , R_CYOOm_duplicate_3_enzyme;
R_CYOOm_duplicate_4;R_CYOOm_duplicate_4_enzyme;;1.0;;0.0;isoenzyme;;R_CYOOm
R_CYOR_u6m;R_CYOR_u6m_enzyme;2.434615105826688;1.0;4.023101365722501e-06;605158.7778945909;estimated;R_CYOR_u6m_enzyme , R_CYOR_u6m_duplicate_2_enzyme;
R_CYOR_u6m_duplicate_2;R_CYOR_u6m_duplicate_2_enzyme;2.434615105826688;1.0;4.023101365722501e-06;605158.7778945909;estimated;R_CYOR_u6m_enzyme , R_CYOR_u6m_duplicate_2_enzyme;
R_CYSTGL;R_CYSTGL_enzyme;0.00540766549205224;1.0;3.2436032779949724e-06;1667.1784520439192;estimated;R_CYSTGL_enzyme;
R_CYSTRS;R_CYSTRS_enzyme;0.003128521375591063;1.0;1.0527555705049103e-06;2971.745259054386;estimated;R_CYSTRS_enzyme;
R_CYSTRSm;R_CYSTRSm_enzyme;0.003128521375591063;1.0;1.0527555705049103e-06;2971.745259054386;estimated;R_CYSTRSm_enzyme;
R_CYSTS;R_CYSTS_enzyme;0.00540766549205224;1.0;6.103843301260979e-06;885.9443509854001;estimated;R_CYSTS_enzyme;
R_DASYN_SC;R_DASYN_SC_enzyme;;;;61.2755362550374;twinenzyme;;R_DASYNm_SC_enzyme
R_DASYNm_SC;R_DASYNm_SC_enzyme;0.00014849662628311643;-1.0;2.42342434450598e-06;61.2755362550374;estimated;R_DASYNm_SC_enzyme;
R_DB4PS;R_DB4PS_enzyme;8.939231877777694e-06;1.0;2.454054215629021e-06;3.6426383006727496;estimated;R_DB4PS_enzyme;
R_DCMPDA;R_DCMPDA_enzyme;0.00030161774933309244;-1.0;2.7708870664581044e-07;1088.5241516487943;estimated;R_DCMPDA_enzyme;
R_DCTPD;R_DCTPD_enzyme;;;;1088.5241516487943;twinenzyme;;R_DCMPDA_enzyme
R_DDPA;R_DDPA_enzyme;0.03202908669033652;1.0;6.190834866618026e-06;5173.62962837896;estimated;R_DDPA_enzyme , R_DDPA_duplicate_2_enzyme;
R_DDPA_duplicate_2;R_DDPA_duplicate_2_enzyme;0.03202908669033652;1.0;6.190834866618026e-06;5173.62962837896;estimated;R_DDPA_enzyme , R_DDPA_duplicate_2_enzyme;
R_DDPAm;R_DDPAm_enzyme;;;;5173.62962837896;twinenzyme;;R_DDPA_duplicate_2_enzyme
R_DESAT16;R_DESAT16_enzyme;0.0038353077185776328;1.0;4.676949815296888e-06;820.0446594559347;estimated;R_DESAT16_enzyme;
R_DESAT18;R_DESAT18_enzyme;0.0038353077185776328;1.0;4.676949815296888e-06;820.0446594559347;estimated;R_DESAT18_enzyme;
R_DHAD1m;R_DHAD1m_enzyme;0.5980017601443676;1.0;9.99448567601942e-06;59833.16996283277;estimated;R_DHAD1m_enzyme;
R_DHAD2m;R_DHAD2m_enzyme;0.5980017601443676;1.0;9.99448567601942e-06;59833.16996283277;estimated;R_DHAD2m_enzyme;
R_DHFR;R_DHFR_enzyme;0.0003913701194922792;1.0;3.7385161293244447e-07;1046.859518466222;estimated;R_DHFR_enzyme;
R_DHFRim;R_DHFRim_enzyme;;;;1046.859518466222;twinenzyme;;R_DHFR_enzyme
R_DHORD4i;R_DHORD4i_enzyme;;;;9286.622928904624;twinenzyme;;R_DHORDi_enzyme
R_DHORDfum;R_DHORDfum_enzyme;;;;9286.622928904624;twinenzyme;;R_DHORDi_enzyme
R_DHORDi;R_DHORDi_enzyme;0.009457700977539197;1.0;1.0184219871899926e-06;9286.622928904624;estimated;R_DHORDi_enzyme;
R_DHORTS;R_DHORTS_enzyme;0.009457700977539197;-1.0;2.4892791175674363e-06;3799.373445426005;estimated;R_DHORTS_enzyme , R_DHORTS_duplicate_2_enzyme;
