YOL130W	4.795046555701036e-10
YGL255W	5.683940314362315e-10
YLR099W-A	7.513667905471312e-08
YOR330C	1.3387585334997073e-08
YCR028C-A	1.3387585334997073e-08
YMR228W	3.4251828443372196e-08
YFL036W	3.4251828443372196e-08
YBR072W	3.6163958190923564e-05
YNL055C	2.626242213188013e-05
YJR010C-A	3.234695942613839e-07
YML055W	3.234695942613839e-07
YLR066W	3.234695942613839e-07
YIR022W	3.234695942613839e-07
YLR378C	3.234695942613839e-07
YJL034W	3.234695942613839e-07
YER087C-B	3.234695942613839e-07
YPL106C	2.9370754882232777e-06
YLR249W	2.155670355639697e-05
YPR080W	2.155670355639697e-05
YAL003W	2.155670355639697e-05
YOR020C	3.711177144708616e-06
YDR086C	3.234695942613839e-07
YDR258C	1.3440403631966715e-06
average_protein_mIM	5.370406500478856e-06
average_protein_m	7.96777662625328e-07
average_protein_erM	1.8775785750533126e-06
average_protein_c	1.1618205977184053e-05
average_protein_cM	2.2531547125789193e-07
YIL022W	7.647554432380635e-07
YJL104W	7.647554432380635e-07
YKR065C	7.647554432380635e-07
YLR008C	7.647554432380635e-07
YKL195W	2.4982307644510145e-12
YMR301C	2.8552422158256802e-08
YCR024C-A	2.9933326032109035e-05
YEL017C-A	2.9933326032109035e-05
YAL038W	2.5133446721053884e-05
YAR015W	4.804709022085427e-06
YAR035W	1.4788158618023263e-07
YBL011W	8.526391760452894e-08
YBL033C	2.505253607154334e-11
YBL039C	6.007169971293768e-09
YBL076C	2.093330634806051e-06
YBR006W	9.807380237917429e-08
YBR011C	1.5040236181986862e-05
YBR029C	1.2691878688056538e-07
YBR115C	5.675196092956332e-07
YBR126C	9.49864041522553e-07
YBR153W	5.010507214308668e-11
YBR166C	5.989721966995512e-08
YBR192W	1.3755898335348595e-07
YBR196C	4.801120908575758e-06
YBR248C	1.5510723212215897e-06
YBR252W	2.021003276938424e-08
YBR256C	3.577823472768574e-07
YBR291C	1.210340877848996e-06
YBR294W	4.723621848715125e-07
YBR296C	1.8384355992682322e-06
YCL009C	2.2409855952373947e-06
YCL018W	5.659167738018062e-06
YCL030C	8.355786184713361e-06
YCL040W	1.563044022436592e-07
YCR012W	4.349027950035485e-05
YCR034W	1.3743931514445464e-07
YCR053W	4.372848217648002e-07
YDL022W	2.004291525318486e-05
YDL045C	1.6864576345470815e-11
YDL052C	2.7487488978487245e-07
YDL055C	6.666069058796898e-06
YDL171C	6.723053896938576e-07
YDL198C	2.2682517813181335e-05
YDR007W	3.374354609871886e-08
YDR023W	3.5420934059690807e-06
YDR035W	7.33660263412393e-08
YDR037W	5.370320565063102e-06
YDR050C	2.9516277208665304e-05
YDR074W	9.49864041522553e-07
YDR111C	8.725506782034363e-07
YDR127W	1.4901132703984653e-06
YDR158W	9.873609937758787e-07
YDR178W	5.30654027305414e-07
YDR226W	1.1483474363197235e-05
YDR232W	6.002153455999731e-10
YDR234W	1.9310836418327756e-06
YDR236C	2.505253607154334e-11
YDR300C	3.2398437534411974e-07
YDR341C	1.8726549206931311e-06
YDR353W	1.9908768824781527e-06
YDR354W	5.713068708030153e-07
YDR376W	5.588430864523359e-08
YDR408C	1.4004732598952824e-07
YDR441C	7.065900047564702e-08
YDR454C	3.6785306522107704e-06
YDR487C	1.369238953912793e-06
YDR503C	1.1519371256582922e-08
YEL021W	6.897760304388531e-07
YEL047C	1.0248142415684476e-06
YER003C	3.4944325842669776e-06
YER023W	1.147017171776702e-06
YER026C	8.85551665349812e-08
YER043C	3.6290779381280135e-05
YER052C	2.7756086646709274e-07
YER055C	7.038638222887532e-06
YER062C	2.737431570363494e-06
YER069W	4.10512371563756e-06
YER081W	1.3254190471432828e-06
YER087W	6.711487931582393e-07
YER090W	1.5206782341770222e-06
YER091C	5.277053135286227e-05
YER099C	4.5864002956123496e-07
YER170W	4.821625827315078e-07
YFL022C	2.206044264030603e-06
YFL045C	4.123458851215597e-06
YFR025C	8.854953426029881e-08
YFR030W	2.8051823680237947e-06
YFR055W	6.5316881253796e-08
YGL001C	1.9341413722573853e-06
YGL008C	2.9933326032109035e-05
YGL009C	4.255795041768081e-06
YGL012W	2.7210193677883625e-07
YGL026C	6.944282585363784e-06
YGL040C	1.2068774486156495e-08
YGL062W	5.270893595815253e-06
YGL125W	5.922531178272344e-07
YGL148W	2.4214360901522805e-06
YGL154C	5.675196092956332e-07
YGL202W	8.097943075476614e-06
YGL234W	4.164597680127825e-06
YGL245W	4.3928133465503195e-06
YGL256W	3.182354575708227e-06
YGR012W	1.226947574007137e-07
YGR019W	4.439609653090141e-07
YGR032W	1.3743931514445464e-07
YGR037C	1.0597834537746557e-06
YGR060W	3.5175222944208564e-08
YGR061C	2.6104170908923183e-06
YGR087C	3.854392882084396e-05
YGR094W	2.204524967609756e-07
YGR157W	1.6074163492925652e-07
YGR175C	1.4475447921350473e-06
YGR185C	3.272119213043051e-06
YGR192C	6.880458339350417e-05
YGR204W	3.2501335817572553e-06
YGR208W	9.958274715712635e-07
YGR209C	1.0073430789163074e-06
YGR240C	4.747848184921653e-06
YGR244C	1.2437286684207075e-08
YGR254W	5.8054780875896656e-05
YGR256W	2.1353285767435972e-07
YGR264C	8.368281750321803e-07
YHL012W	1.7868417656763636e-06
YHR002W	1.055256688326255e-07
YHR007C	3.1426612549455045e-07
YHR018C	5.132666677582043e-06
YHR019C	2.753476746663546e-06
YHR025W	1.6000930821076143e-07
YHR042W	1.8467872390388282e-06
YHR046C	2.5095773094698504e-08
YHR072W	1.7587611472104282e-08
YHR163W	5.7020954747788966e-08
YHR190W	9.047874943526801e-07
YIL009W	8.303421718362799e-08
YIL020C	8.854953426029881e-08
YIL078W	4.1382870648763855e-06
YIL094C	3.3287098478050263e-06
YIL116W	1.389825699998508e-06
YIL124W	1.4905858647087535e-07
YIR034C	2.6559255420844267e-07
YJL088W	4.8202601123964635e-06
YJL101C	1.944851183648979e-08
YJL121C	3.306242324788478e-07
YJL137C	1.528796843735315e-07
YJL153C	1.421306345212932e-06
YJL167W	1.0253765845002675e-05
YJL196C	1.495608163530071e-07
YJL200C	1.9447189278430743e-06
YJL214W	1.1766982383911307e-06
YJR010W	7.361685444042822e-07
YJR016C	2.9190682651535325e-06
YJR057W	1.3473355179589494e-08
YJR073C	1.739139548366886e-07
YJR109C	2.004544385915045e-06
YJR139C	3.2305014760251644e-08
YJR143C	1.4883885166808513e-07
YJR148W	1.0170694968472918e-06
YKL001C	5.480211561973736e-06
YKL024C	9.506683255896229e-07
YKL029C	2.6709189775835886e-06
YKL060C	4.83952089999336e-05
YKL067W	7.94663588696631e-06
YKL085W	9.682008391568534e-07
YKL106W	3.6818687068543763e-07
YKL120W	1.0730422871286123e-06
YKL141W	7.0643151328653175e-09
YKL148C	5.30654027305414e-07
YKL152C	4.501749420581254e-05
YKL182W	6.358700722647933e-06
YKL211C	1.5319174229872849e-06
YKL218C	8.567996989252184e-09
YKR080W	1.3483803404851251e-06
YLL018C	5.163843147666905e-06
YLL041C	5.30654027305414e-07
YLL043W	7.466668128583739e-06
YLL052C	1.851819522805523e-05
YLR027C	8.276426088987506e-07
YLR043C	2.9112945873337644e-06
YLR056W	1.7587611472104282e-08
YLR058C	1.9380728298653462e-05
YLR060W	2.206044264030603e-06
YLR089C	1.53996062952931e-10
YLR100W	1.2202770908103716e-06
YLR153C	1.1068217798055852e-05
YLR174W	1.1491544051017032e-05
YLR180W	5.8177968817027405e-06
YLR209C	3.194620106504083e-07
YLR258W	1.528796843735315e-07
YLR348C	1.3520655234194337e-06
YLR354C	4.44633574693491e-08
YLR355C	1.2645526630217118e-05
YLR359W	6.155811234639808e-06
YLR432W	2.3378000734034572e-07
YLR450W	1.055256688326257e-07
YML008C	1.1401455055833726e-05
YML042W	2.526888488549394e-06
YML082W	6.5316881253796e-08
YML106W	1.0588472170795423e-06
YML126C	4.233792252617113e-06
YMR015C	8.497632140923037e-08
YMR056C	1.393489660723037e-06
YMR062C	2.844172734873913e-06
YMR105C	1.5835667777148573e-06
YMR108W	4.481971190474789e-06
YMR118C	5.30654027305414e-07
YMR120C	1.074512250823507e-05
YMR202W	1.7587611472104282e-08
YMR205C	4.747848184921653e-06
YMR208W	3.316203675700809e-07
YMR217W	2.2499931724870243e-06
YMR220W	1.055256688326257e-07
YMR246W	3.182194175016419e-08
YMR261C	9.49864041522553e-07
YMR267W	1.5233113164718425e-07
YMR300C	2.9025342731610975e-06
YMR303C	5.1852423529519504e-05
YMR319C	1.3876206645905402e-10
YNL169C	3.610088670589826e-08
YNL220W	5.168655529855743e-06
YNL247W	7.326354658205086e-07
YNL277W	6.626295925055336e-11
YNL280C	1.7587611472104282e-08
YNL316C	1.442691473677951e-07
YNR001C	1.2410368263861949e-05
YNR008W	7.096755506287692e-11
YNR016C	3.1974499067431156e-06
YNR043W	3.90988926736672e-06
YNR050C	7.2436756667888725e-06
YOL030W	1.3743931514445464e-07
YOL049W	1.4165488686711865e-06
YOL058W	1.5543029153794403e-05
YOL064C	2.893905555903371e-06
YOL066C	2.505253607154334e-11
YOL097C	1.1528811909591064e-06
YOL126C	2.5267605046322855e-06
YOL140W	2.015326853932642e-06
